second,target_syn_sent,target_established,target_time_wait,target_close_wait,target_fin_wait1,target_fin_wait2,target_total_sockets,target_distinct_local_ports,host_total_tcp_sockets,host_total_time_wait,ephemeral_ports_in_use,ephemeral_util_pct
42,3,838,7792,0,0,0,8472,8472,8490,7792,8489,15.286
43,0,672,8122,0,0,0,8634,8634,8653,8122,8652,15.579
44,0,416,8384,0,3,0,8551,8546,8570,8384,8564,15.421
45,1,488,7692,0,0,0,8129,8129,8148,7692,8147,14.67
46,0,670,7232,0,0,0,7902,7902,7921,7232,7920,14.261
47,0,670,7082,0,0,0,7506,7506,7525,7082,7524,13.548
48,0,364,7506,0,1,0,7506,7506,7525,7506,7524,13.548
49,0,0,7470,0,0,0,7470,7470,7489,7470,7488,13.483
50,0,0,6902,0,0,0,6902,6902,6921,6902,6920,12.461
51,2,262,6840,0,0,0,7104,7104,7124,6840,7123,12.826
52,4,755,6840,0,0,0,7450,7450,7471,6840,7470,13.451
53,1,833,6536,0,4,0,7324,7324,7344,6536,7343,13.222
54,0,835,6536,0,1,0,7006,7006,7026,6536,7025,12.65
55,0,424,6402,0,0,0,6568,6568,6588,6402,6587,11.861
56,1,268,6568,0,0,0,6836,6836,6856,6568,6855,12.344
57,0,268,6568,0,0,0,6836,6836,6856,6568,6855,12.344
58,0,268,6836,0,0,0,6836,6836,6856,6836,6855,12.344
59,4,530,6630,0,0,0,7160,7160,7180,6630,7179,12.927
60,3,945,6630,0,0,0,7576,7576,7596,6630,7595,13.676
61,0,1130,6857,0,1,0,7988,7988,8008,6857,8007,14.418
62,7,1160,7368,0,1,0,8326,8326,8346,7368,8345,15.027
63,14,1271,7420,0,1,0,8653,8653,8673,7420,8672,15.615
64,1,886,7956,0,0,0,8770,8770,8790,7956,8789,15.826
65,1,847,7742,0,0,0,8456,8456,8476,7742,8475,15.261
66,0,915,7230,0,1,0,8146,8146,8166,7230,8165,14.702
67,4,1011,7510,0,0,0,8472,8472,8492,7510,8491,15.289
68,1,1021,7226,0,0,0,8209,8209,8229,7226,8228,14.816
69,1,859,7690,0,2,0,8383,8383,8403,7691,8402,15.129
70,1,814,7386,0,0,0,8124,8124,8144,7387,8143,14.663
71,0,572,7680,0,0,0,7928,7928,7948,7681,7947,14.31
72,1,166,7546,0,0,0,7703,7703,7723,7547,7722,13.905
73,2,614,7212,0,0,0,7675,7675,7695,7213,7694,13.854
74,3,954,6866,0,0,0,7820,7820,7840,6867,7839,14.115
75,5,1031,7269,0,1,0,8155,8152,8175,7270,8171,14.713
76,1,902,7641,0,0,0,8255,8255,8275,7642,8274,14.899
77,1,823,7810,0,0,0,8391,8391,8411,7814,8410,15.144
78,2,976,7538,0,1,0,8514,8514,8534,7542,8533,15.365
79,0,939,7984,0,0,0,8586,8586,8607,7988,8606,15.497
80,0,570,8026,0,0,0,8586,8586,8608,8030,8607,15.498
81,0,324,8586,0,0,0,8586,8586,8608,8590,8607,15.498
82,0,0,8584,0,0,0,8584,8584,8604,8588,8603,15.491
83,0,0,8404,0,0,0,8404,8404,8424,8408,8423,15.167
84,0,39,7868,0,0,0,7907,7907,7927,7872,7926,14.272
85,1,609,7564,0,0,0,8173,8173,8193,7569,8192,14.751
86,4,976,7530,0,2,0,8506,8506,8526,7535,8525,15.351
87,7,1229,7978,0,1,0,8894,8894,8914,7983,8913,16.049
88,0,776,8213,0,1,0,8626,8626,8646,8218,8645,15.567
89,0,275,8596,0,0,0,8721,8721,8741,8601,8740,15.738
90,3,516,8626,0,0,0,9142,9142,9162,8631,9161,16.496
91,3,823,8368,0,0,0,9194,9194,9214,8373,9213,16.59
92,1,1321,8062,0,0,0,9384,9384,9404,8067,9403,16.932
93,0,1321,8162,0,0,0,9472,9472,9492,8167,9491,17.09
94,2,1341,7863,0,0,0,9179,9176,9199,7868,9195,16.557
95,2,1220,8137,0,3,1,9135,9132,9155,8142,9151,16.478
96,1,1072,8116,0,1,0,9188,9188,9208,8121,9207,16.579
98,0,1247,8082,0,3,0,9202,9202,9222,8087,9221,16.604
99,1,1340,7718,0,0,0,8990,8990,9009,7722,9008,16.22
100,4,1710,7438,0,0,0,8950,8950,8969,7442,8968,16.148
101,3,1794,7314,0,1,0,9112,9112,9131,7318,9130,16.44
102,2,1850,7892,0,2,0,9097,9097,9116,7896,9115,16.413
103,0,975,8572,0,0,0,9547,9547,9566,8576,9565,17.223
104,8,1296,8582,0,0,0,9886,9886,9905,8586,9904,17.834
105,0,1374,8797,0,1,0,9482,9481,9501,8801,9499,17.105
106,0,625,8690,0,0,0,9315,9315,9331,8691,9330,16.8
107,0,899,8434,0,2,0,9335,9332,9351,8435,9347,16.831
108,0,892,8522,0,1,0,9415,9415,9431,8523,9430,16.98
109,1,1210,8380,0,0,0,9591,9591,9607,8381,9606,17.297
110,2,1536,8212,0,0,0,9750,9750,9766,8213,9765,17.584
111,0,1413,8608,0,1,0,9556,9556,9572,8609,9571,17.234
112,7,763,9250,0,3,0,9782,9782,9798,9251,9797,17.641
113,0,592,9556,0,0,0,9916,9916,9932,9557,9931,17.882
114,0,309,9771,0,1,0,9918,9916,9933,9771,9931,17.882
115,0,134,9916,0,0,0,9916,9916,9931,9916,9930,17.881
116,0,44,9784,0,0,0,9828,9828,9844,9785,9843,17.724
117,0,528,9302,0,0,0,9830,9830,9846,9303,9845,17.728
118,10,897,8806,0,0,0,9703,9703,9719,8807,9718,17.499
119,2,1264,8455,0,0,0,9721,9721,9737,8456,9736,17.531
120,2,1291,8814,0,0,0,10034,10034,10050,8816,10049,18.095
121,1,1602,8953,0,3,0,10407,10404,10423,8955,10419,18.761
122,1,1598,9015,0,0,0,10614,10614,10630,9017,10629,19.139
123,0,1324,9414,0,1,0,10664,10664,10680,9416,10679,19.229
124,0,1209,9770,0,2,1,10542,10542,10558,9772,10557,19.01
125,0,831,9307,0,0,0,10138,10138,10154,9309,10153,18.282
126,0,838,9404,0,0,0,9866,9866,9882,9406,9881,17.792
127,0,300,9648,0,0,0,9664,9664,9680,9650,9679,17.429
128,0,43,9264,0,0,0,9307,9307,9323,9266,9322,16.786
129,0,176,9026,0,0,0,9202,9202,9218,9028,9217,16.597
130,0,176,9014,0,0,0,9190,9190,9206,9016,9205,16.575
131,4,114,8924,0,0,0,8924,8924,8940,8926,8939,16.096
132,2,522,8108,0,0,0,8629,8629,8645,8110,8644,15.565
133,2,862,7476,0,0,0,8338,8338,8354,7478,8353,15.041
134,0,698,7916,0,2,0,8261,8260,8277,7918,8275,14.901
135,3,344,7398,0,0,0,7561,7561,7577,7400,7576,13.642
136,0,412,7226,0,0,0,7638,7638,7654,7228,7653,13.78
137,1,639,6854,0,0,0,7494,7494,7510,6856,7509,13.521
138,0,953,6966,0,0,0,7919,7919,7935,6968,7934,14.286
139,0,958,7266,0,2,0,7992,7992,8008,7268,8007,14.418
140,0,706,7350,0,0,0,7952,7952,7968,7352,7967,14.346
141,0,174,7110,0,0,0,7138,7138,7154,7112,7153,12.88
142,0,0,6506,0,0,0,6506,6506,6521,6508,6520,11.74
143,2,259,6200,0,0,0,6334,6334,6349,6202,6348,11.431
144,1,666,6001,0,0,0,6668,6668,6683,6003,6682,12.032
145,4,1047,5968,0,1,0,6937,6936,6952,5970,6950,12.515
146,0,836,6464,0,0,0,6936,6936,6950,6465,6949,12.513
147,0,378,6936,0,0,0,6936,6936,6950,6937,6949,12.513
148,0,0,6934,0,0,0,6934,6934,6948,6935,6947,12.509
149,0,0,6870,0,0,0,6870,6870,6884,6871,6883,12.394
150,3,275,6542,0,0,0,6817,6817,6830,6542,6829,12.297
151,0,640,6182,0,0,0,6822,6822,6835,6182,6834,12.306
152,0,640,6195,0,0,0,6665,6665,6678,6195,6677,12.023
153,0,444,5648,0,0,0,5996,5996,6009,5648,6008,10.818
154,1,332,5174,0,0,0,5506,5506,5519,5174,5518,9.936
155,0,332,5058,0,0,0,5390,5390,5403,5058,5402,9.727
156,0,306,4924,0,0,0,4973,4973,4986,4924,4985,8.976
157,16,557,4568,0,0,0,5109,5109,5122,4568,5121,9.221
158,2,951,4614,0,2,0,5567,5567,5580,4614,5579,10.046
160,0,1422,5173,0,2,0,6222,6221,6235,5173,6233,11.224
161,6,1222,5460,0,0,0,6688,6688,6701,5460,6700,12.064
162,0,1426,5468,0,0,0,6894,6894,6907,5468,6906,12.435
163,1,1830,5616,0,1,0,7447,7447,7460,5616,7459,13.431
164,0,1886,5788,0,0,0,7384,7384,7397,5788,7396,13.318
165,0,1322,6124,0,0,0,7446,7446,7459,6124,7458,13.429
166,1,1461,6524,0,0,0,7805,7805,7818,6524,7817,14.076
167,1,1473,6958,0,0,0,8095,8095,8108,6958,8107,14.598
168,6,1050,7080,0,2,0,7989,7989,8002,7080,8001,14.407
169,0,1110,7298,0,0,0,7978,7978,7991,7298,7990,14.387
170,0,586,7522,0,0,0,7850,7850,7863,7522,7862,14.157
171,3,480,7300,0,24,0,7755,7755,7768,7300,7767,13.986
172,5,658,7272,0,0,0,7930,7930,7943,7272,7942,14.301
173,0,636,7726,0,2,0,7932,7930,7945,7726,7942,14.301
174,0,97,7930,0,1,0,7930,7930,7943,7930,7942,14.301
175,0,0,7774,0,0,0,7774,7774,7787,7774,7786,14.02
176,1,248,7212,0,0,0,7300,7300,7313,7212,7312,13.166
177,1,728,6834,0,0,0,7563,7563,7576,6834,7575,13.64
178,0,816,6928,0,0,0,7744,7744,7757,6928,7756,13.966
179,0,690,7508,0,2,0,7745,7744,7758,7508,7756,13.966
180,0,108,7744,0,0,0,7744,7744,7757,7744,7756,13.966
181,0,0,7744,0,0,0,7744,7744,7757,7744,7756,13.966
182,0,0,7574,0,0,0,7574,7574,7587,7574,7586,13.66
183,0,0,7150,0,0,0,7150,7150,7163,7150,7162,12.896
184,0,0,7104,0,0,0,7104,7104,7117,7104,7116,12.814
185,0,0,7104,0,0,0,7104,7104,7117,7104,7116,12.814
186,5,394,6772,0,0,0,7166,7166,7178,6772,7177,12.923
187,5,737,6772,0,0,0,7514,7514,7526,6772,7525,13.55
188,2,1134,6808,0,0,0,7943,7943,7954,6808,7953,14.321
189,3,1502,6873,0,3,0,8380,8380,8391,6873,8390,15.108
190,3,1229,7128,0,0,0,8210,8210,8221,7128,8220,14.801
191,1,1327,7261,0,1,0,8191,8190,8202,7261,8200,14.765
192,5,943,7583,0,2,0,8513,8512,8524,7583,8522,15.345
193,0,911,7952,0,1,0,8663,8662,8674,7952,8672,15.615
194,9,942,7544,0,0,0,8322,8322,8333,7544,8332,15.003
195,0,528,7342,0,0,0,7642,7642,7653,7343,7652,13.779
196,5,246,7464,0,0,0,7542,7542,7553,7465,7552,13.599
197,2,638,6798,0,0,0,7438,7438,7449,6799,7448,13.411
198,6,832,6334,0,0,0,7172,7172,7183,6335,7182,12.932
199,1,806,6342,0,0,0,6816,6816,6827,6343,6826,12.291
200,0,760,6164,0,0,0,6924,6924,6935,6165,6934,12.486
201,2,892,6136,0,1,0,7030,7030,7041,6137,7040,12.677
202,2,965,6582,0,1,0,7434,7434,7445,6583,7444,13.404
203,2,886,6644,0,0,0,7204,7204,7215,6645,7214,12.99
204,2,442,6717,0,1,0,6985,6984,6996,6718,6994,12.594
205,1,464,6910,0,0,0,7375,7375,7386,6911,7385,13.298
206,1,808,6960,0,0,0,7718,7718,7729,6961,7728,13.916
207,0,682,7314,0,3,0,7722,7718,7733,7315,7728,13.916
208,0,266,7516,0,0,0,7536,7536,7547,7517,7546,13.588
209,4,512,7032,0,0,0,7544,7544,7555,7033,7554,13.602
210,4,804,6808,0,0,0,7616,7616,7627,6809,7626,13.732
211,2,1082,7088,0,0,0,8170,8170,8181,7089,8180,14.729
212,0,1143,7237,0,1,0,8376,8375,8387,7238,8385,15.099
213,2,1190,7771,0,5,0,8967,8960,8978,7772,8970,16.152
214,8,992,8428,0,1,0,9377,9377,9388,8429,9387,16.903
215,3,947,8696,0,19,0,9612,9609,9623,8697,9619,17.321
216,0,1169,8946,0,0,0,10115,10115,10126,8947,10125,18.232
217,14,893,9422,0,0,0,10327,10327,10338,9423,10337,18.613
218,0,1115,9476,0,0,0,10591,10591,10602,9477,10601,19.089
219,0,1412,8700,0,0,0,10112,10112,10123,8701,10122,18.226
220,0,1360,8980,0,1,0,10341,10340,10352,8981,10350,18.637
223,0,1933,7863,0,8,0,9804,9804,9815,7864,9814,17.672
224,1,2166,7916,0,0,0,10082,10082,10093,7917,10092,18.172
225,1,2185,8079,0,2,0,9848,9847,9858,8079,9856,17.747
226,0,1767,8156,0,0,0,9923,9923,9933,8156,9932,17.884
230,0,2919,7768,0,0,0,10687,10687,10697,7768,10696,19.26
231,0,2123,8951,0,1,0,10502,10501,10512,8951,10510,18.925
232,2,1575,8661,0,0,0,10238,10238,10248,8661,10247,18.451
233,2,1438,8578,0,0,0,10018,10018,10028,8578,10027,18.055
234,6,1382,9124,0,0,0,10238,10230,10248,9124,10239,18.437
235,1,929,9662,0,0,0,10210,10210,10220,9662,10219,18.401
236,2,461,9901,0,0,0,10334,10334,10344,9901,10343,18.624
237,4,645,9806,0,4,0,10323,10323,10333,9806,10332,18.604
238,1,785,9604,0,0,0,10389,10389,10399,9604,10398,18.723
239,1,1075,9772,0,0,0,10848,10848,10858,9772,10857,19.55
240,5,1173,10082,0,0,0,11044,11044,11054,10082,11053,19.903
242,1,1369,9762,0,0,0,11047,11047,11057,9762,11056,19.908
243,1,1429,9917,0,3,0,11101,11099,11111,9917,11108,20.002
244,0,884,10220,0,1,0,10815,10814,10825,10220,10823,19.489
245,0,482,10184,0,0,0,10400,10400,10410,10184,10409,18.743
246,0,160,10281,0,0,0,10283,10283,10293,10281,10292,18.532
247,0,2,9738,0,0,0,9738,9738,9748,9738,9747,17.551
248,0,0,9646,0,0,0,9646,9646,9656,9646,9655,17.385
249,0,0,9506,0,0,0,9506,9506,9516,9506,9515,17.133
250,11,21,9158,0,0,0,9190,9190,9200,9158,9199,16.564
251,4,299,8814,0,0,0,9117,9117,9127,8814,9126,16.433
252,0,728,8696,0,0,0,9424,9424,9434,8696,9433,16.986
253,0,728,8652,0,0,0,9272,9272,9282,8652,9281,16.712
254,0,280,9138,0,0,0,9138,9138,9148,9138,9147,16.471
255,0,0,8514,0,0,0,8514,8514,8524,8514,8523,15.347
256,0,0,8310,0,0,0,8310,8310,8320,8310,8319,14.98
257,0,0,8310,0,0,0,8310,8310,8320,8310,8319,14.98
258,4,52,8190,0,0,0,8246,8246,8256,8190,8255,14.864
259,0,745,7652,0,0,0,8397,8397,8407,7652,8406,15.136
260,0,822,7652,0,0,0,8474,8474,8484,7652,8483,15.275
261,0,1386,6404,0,0,0,7790,7790,7800,6404,7799,14.043
262,1,1514,6701,0,0,0,7995,7995,8005,6701,8004,14.413
263,2,968,7076,0,2,0,7694,7694,7704,7076,7703,13.871
264,1,695,6553,0,0,0,7066,7066,7076,6553,7075,12.74
265,1,1089,6108,0,8,0,7206,7206,7216,6108,7215,12.992
266,4,1172,5966,0,0,0,7142,7142,7152,5966,7151,12.877
268,1,1653,5920,0,0,0,7452,7452,7462,5920,7461,13.435
269,6,1688,6308,0,0,0,7699,7699,7709,6308,7708,13.88
270,2,1668,6094,0,0,0,7764,7764,7774,6094,7773,13.997
271,1,1479,6426,0,1,0,7762,7762,7772,6426,7771,13.993
272,3,1162,6714,0,0,0,7821,7821,7831,6714,7830,14.099
273,9,886,6804,0,2,0,7690,7690,7700,6804,7699,13.863
274,1,863,6296,0,0,0,7159,7159,7172,6299,7171,12.913
275,0,1219,6172,0,0,0,7391,7391,7404,6175,7403,13.33
277,1,1356,6624,0,5,0,7940,7940,7953,6627,7952,14.319
278,0,1473,6626,0,0,0,8099,8099,8112,6629,8111,14.605
280,0,1745,7272,0,0,0,9017,9017,9030,7275,9029,16.258
281,0,1854,8162,0,1,0,9151,9150,9164,8165,9162,16.498
282,0,988,8569,0,1,0,9240,9240,9253,8572,9252,16.66
283,4,462,9038,0,2,0,9436,9436,9449,9041,9448,17.013
284,2,677,8482,0,0,0,9161,9161,9174,8485,9173,16.518
285,0,958,8648,0,0,0,9606,9606,9619,8651,9618,17.319
286,0,1109,8974,0,0,0,10044,10044,10057,8977,10056,18.107
287,0,896,9168,0,0,0,10044,10044,10057,9171,10056,18.107
288,0,830,9912,0,1,0,10196,10195,10209,9915,10207,18.379
289,3,494,10044,0,0,0,10538,10538,10551,10047,10550,18.997
290,0,494,10124,0,1,0,10525,10524,10538,10127,10536,18.972
291,1,290,10392,0,1,0,10479,10479,10492,10395,10491,18.891
292,1,580,9868,0,0,0,10448,10448,10461,9871,10460,18.835
293,2,945,9024,0,15,0,9936,9936,9949,9027,9948,17.913
294,2,998,9396,0,1,0,10225,10225,10239,9399,10238,18.435
295,0,857,9594,0,1,0,10322,10322,10335,9597,10334,18.608
296,0,576,9836,0,0,0,10154,10154,10167,9839,10166,18.306
297,0,136,10026,0,0,0,10026,10026,10039,10029,10038,18.075
298,0,0,9752,0,0,0,9752,9752,9765,9755,9764,17.582
299,1,235,9230,0,0,0,9338,9338,9351,9233,9350,16.836
300,2,610,9075,0,0,0,9685,9685,9698,9078,9697,17.461
301,0,610,8418,0,0,0,8952,8952,8965,8421,8964,16.141
302,0,408,8371,0,0,0,8445,8445,8458,8374,8457,15.228
303,0,0,7810,0,0,0,7810,7810,7823,7813,7822,14.085
304,0,0,7720,0,0,0,7720,7720,7730,7720,7729,13.917
305,0,0,7540,0,0,0,7540,7540,7550,7540,7549,13.593
