second,target_syn_sent,target_established,target_time_wait,target_close_wait,target_fin_wait1,target_fin_wait2,target_total_sockets,target_distinct_local_ports,host_total_tcp_sockets,host_total_time_wait,ephemeral_ports_in_use,ephemeral_util_pct
116,0,218,9916,0,0,0,9916,9916,9931,9917,9930,17.881
117,0,0,9916,0,0,0,9916,9916,9931,9917,9930,17.881
118,4,446,9888,0,0,0,10073,10073,10088,9889,10087,18.163
119,1,821,9414,0,0,0,10012,10012,10027,9415,10026,18.053
120,5,889,8996,0,2,0,9867,9867,9882,8997,9881,17.792
121,1,910,9130,0,7,0,10041,10041,10056,9131,10055,18.106
122,1,984,9335,0,1,0,10285,10284,10300,9336,10298,18.543
123,1,829,9538,0,0,0,10363,10363,10378,9539,10377,18.686
124,2,998,9674,0,1,0,10519,10519,10534,9675,10533,18.966
125,3,1095,9544,0,1,0,10521,10519,10536,9545,10533,18.966
126,3,1007,9794,0,1,0,10603,10603,10618,9795,10617,19.118
127,0,804,9794,0,0,0,10598,10598,10613,9795,10612,19.109
128,0,476,10152,0,0,0,10310,10310,10325,10153,10324,18.59
129,0,176,10196,0,0,0,10338,10338,10353,10197,10352,18.64
130,0,176,10162,0,0,0,10338,10338,10353,10163,10352,18.64
131,0,176,9300,0,0,0,9300,9300,9314,9301,9313,16.77
132,2,283,9300,0,0,0,9550,9550,9564,9301,9563,17.22
133,3,641,9266,0,0,0,9788,9788,9802,9267,9801,17.648
134,0,866,8654,0,0,0,9432,9432,9446,8655,9445,17.007
135,0,494,7974,0,3,0,8468,8468,8482,7975,8481,15.271
136,5,203,8086,0,0,0,8209,8209,8223,8087,8222,14.805
137,2,488,7876,0,0,0,8288,8288,8302,7877,8301,14.947
138,3,746,7769,0,1,0,8516,8516,8530,7770,8529,15.358
139,3,902,7924,0,6,0,8632,8631,8645,7925,8643,15.563
140,0,834,7656,0,0,0,8308,8308,8320,7656,8319,14.98
141,0,418,7795,0,0,0,7966,7966,7977,7795,7976,14.362
142,0,28,7832,0,0,0,7860,7860,7871,7832,7870,14.171
143,0,0,7448,0,0,0,7448,7448,7459,7448,7458,13.429
144,3,284,6860,0,0,0,6860,6860,6871,6860,6870,12.371
145,6,872,5988,0,0,0,6860,6860,6871,5988,6870,12.371
146,11,1031,6014,0,0,0,6987,6987,6998,6014,6997,12.599
147,0,922,6226,0,0,0,6936,6936,6947,6226,6946,12.507
148,0,429,6936,0,5,0,6937,6936,6948,6936,6946,12.507
149,0,0,6936,0,0,0,6936,6936,6947,6936,6946,12.507
150,0,0,6808,0,0,0,6808,6808,6819,6808,6818,12.277
151,4,509,6350,0,0,0,6570,6570,6581,6350,6580,11.848
152,0,640,6046,0,0,0,6686,6686,6697,6046,6696,12.057
153,0,636,5880,0,1,0,6288,6288,6299,5880,6298,11.341
154,1,20,6056,0,0,0,6056,6056,6067,6056,6066,10.923
155,1,332,5838,0,0,0,6110,6110,6121,5838,6120,11.02
156,0,332,5432,0,0,0,5764,5764,5775,5432,5774,10.397
157,2,302,5250,0,0,0,5356,5356,5367,5250,5366,9.662
158,2,711,4828,0,0,0,5417,5417,5428,4828,5427,9.772
159,1,1000,4778,0,0,0,5706,5706,5717,4778,5716,10.293
160,2,975,5162,0,0,0,6137,6137,6148,5162,6147,11.069
161,1,1049,5427,0,0,0,6402,6401,6413,5427,6411,11.544
162,1,1175,5404,0,0,0,6580,6580,6591,5404,6590,11.866
164,52,1734,5860,0,0,0,7391,7391,7402,5860,7401,13.327
165,0,1675,5692,0,0,0,7137,7137,7148,5692,7147,12.869
166,1,1919,5404,0,0,0,7323,7323,7334,5404,7333,13.204
167,1,1691,6180,0,0,0,7837,7837,7848,6180,7847,14.13
168,0,1166,6583,0,1,0,7750,7750,7761,6583,7760,13.973
169,3,1100,6888,0,12,0,7896,7896,7907,6888,7906,14.236
170,0,984,6962,0,0,0,7929,7929,7940,6962,7939,14.295
171,2,840,7178,0,1,0,7595,7594,7606,7178,7604,13.692
172,1,545,7270,0,0,0,7816,7816,7827,7270,7826,14.092
173,0,658,7356,0,0,0,7928,7928,7939,7356,7938,14.294
174,0,456,7634,0,0,0,7928,7928,7939,7634,7938,14.294
175,0,50,7908,0,0,0,7930,7930,7941,7908,7940,14.297
176,0,2,7908,0,0,0,7910,7910,7921,7908,7920,14.261
177,2,305,7748,0,0,0,7750,7750,7761,7748,7760,13.973
178,0,802,7070,0,0,0,7675,7675,7686,7070,7685,13.838
179,1,847,7110,0,0,0,7744,7744,7755,7110,7754,13.962
180,0,492,7636,0,0,0,7744,7744,7755,7636,7754,13.962
181,0,108,7744,0,0,0,7744,7744,7755,7744,7754,13.962
182,0,0,7744,0,0,0,7744,7744,7755,7744,7754,13.962
183,0,0,7508,0,0,0,7508,7508,7519,7508,7518,13.537
184,0,0,7104,0,0,0,7104,7104,7115,7104,7114,12.81
185,0,0,7104,0,0,0,7104,7104,7115,7104,7114,12.81
186,0,0,7104,0,0,0,7104,7104,7115,7104,7114,12.81
187,1,651,6772,0,0,0,7423,7423,7434,6772,7433,13.384
188,1,1053,6856,0,0,0,7910,7910,7921,6856,7920,14.261
189,3,1529,6868,0,0,0,8180,8180,8191,6868,8190,14.747
190,1,1630,6912,0,0,0,8179,8179,8190,6912,8189,14.746
191,3,981,7159,0,4,0,8117,8117,8128,7159,8127,14.634
192,1,983,7294,0,3,0,8224,8224,8235,7294,8234,14.827
193,1,944,7526,0,0,0,8470,8470,8481,7526,8480,15.27
194,1,801,7737,0,4,0,8543,8539,8554,7737,8549,15.394
195,0,620,8022,0,0,0,8416,8416,8427,8022,8426,15.172
196,0,300,8080,0,0,0,8362,8362,8373,8080,8372,15.075
197,6,467,7672,0,0,0,7872,7872,7883,7672,7882,14.193
198,0,738,7396,0,0,0,8009,8009,8020,7396,8019,14.44
199,0,800,6436,0,0,0,7236,7236,7247,6436,7246,13.048
200,2,750,6406,0,0,0,7126,7126,7137,6406,7136,12.85
201,4,722,6478,0,1,0,7166,7166,7177,6478,7176,12.922
202,2,1063,6218,0,1,0,7283,7283,7294,6218,7293,13.132
203,0,1003,6508,0,5,0,7396,7396,7407,6508,7406,13.336
204,0,732,6682,0,0,0,7276,7276,7287,6682,7286,13.12
205,2,588,6660,0,0,0,7248,7248,7259,6660,7258,13.069
206,1,808,6912,0,0,0,7718,7718,7729,6912,7728,13.916
207,0,808,7096,0,0,0,7718,7718,7729,7096,7728,13.916
208,0,622,7638,0,1,0,7718,7718,7729,7638,7728,13.916
209,1,327,7656,0,0,0,7759,7759,7770,7656,7769,13.989
210,2,759,7240,0,0,0,7830,7830,7841,7240,7840,14.117
211,7,1046,7056,0,0,0,8051,8051,8062,7056,8061,14.515
212,3,972,7510,0,0,0,8484,8484,8495,7510,8494,15.295
213,0,950,7902,0,0,0,8843,8843,8854,7902,8853,15.941
214,2,892,8362,0,1,0,9256,9254,9267,8362,9264,16.681
215,3,882,8726,0,2,0,9610,9610,9621,8726,9620,17.322
216,1,1109,8851,0,0,0,9961,9961,9972,8852,9971,17.954
217,0,1114,9342,0,0,0,10343,10343,10354,9343,10353,18.642
218,0,1267,9422,0,0,0,10605,10605,10616,9423,10615,19.114
219,0,1445,9356,0,0,0,10785,10785,10796,9357,10795,19.438
220,4,1363,9528,0,4,0,10895,10895,10906,9529,10905,19.636
221,2,1129,9210,0,0,0,10132,10132,10143,9211,10142,18.262
222,2,891,9210,0,0,0,10101,10101,10112,9211,10111,18.207
223,0,1109,8811,0,0,0,9920,9920,9931,8812,9930,17.881
224,0,1110,8642,0,0,0,9752,9752,9763,8643,9762,17.578
225,6,1592,8648,0,0,0,10013,10013,10024,8649,10023,18.048
227,0,1570,9246,0,0,0,10359,10359,10370,9247,10369,18.671
228,2,1438,9248,0,0,0,10562,10562,10573,9249,10572,19.037
229,3,1599,9124,0,0,0,10672,10672,10683,9125,10682,19.235
230,6,1542,9015,0,0,0,10563,10557,10574,9016,10567,19.028
231,3,1298,9552,0,7,0,10660,10660,10671,9553,10670,19.213
232,2,1331,9584,0,0,0,10740,10740,10751,9585,10750,19.357
233,3,1532,9480,0,3,0,10768,10768,10779,9481,10778,19.408
234,14,906,9564,0,0,0,10464,10464,10475,9565,10474,18.86
235,1,1010,9582,0,1,0,10570,10570,10581,9583,10580,19.051
236,0,804,9551,0,0,0,10210,10210,10221,9552,10220,18.403
237,1,583,9823,0,0,0,10281,10281,10292,9824,10291,18.531
238,1,754,9748,0,0,0,10408,10408,10419,9749,10418,18.759
239,2,1114,9438,0,0,0,10552,10552,10564,9439,10563,19.02
240,22,1390,9640,0,4,0,11030,11030,11042,9642,11041,19.881
241,8,1163,9976,0,2,0,11139,11139,11151,9978,11150,20.077
242,4,1121,9886,0,0,0,10871,10871,10883,9888,10882,19.595
243,1,1186,9757,0,4,0,10915,10915,10927,9759,10926,19.674
244,0,1116,9874,0,0,0,10918,10918,10930,9876,10929,19.679
245,0,740,9950,0,0,0,10690,10690,10702,9952,10701,19.269
246,0,464,10003,0,7,0,10440,10440,10451,10004,10450,18.817
247,0,0,10088,0,0,0,10088,10088,10099,10089,10098,18.183
248,0,0,9792,0,0,0,9792,9792,9803,9793,9802,17.65
249,0,0,9648,0,0,0,9648,9648,9659,9649,9658,17.391
250,0,0,9264,0,0,0,9264,9264,9275,9265,9274,16.699
251,0,0,8762,0,0,0,8762,8762,8773,8763,8772,15.795
252,2,243,8324,0,0,0,8388,8388,8399,8325,8398,15.122
253,2,720,7988,0,0,0,8454,8454,8465,7989,8464,15.241
254,0,728,7784,0,0,0,8406,8406,8417,7785,8416,15.154
255,0,414,8028,0,2,0,8292,8292,8303,8029,8302,14.949
256,0,0,8248,0,0,0,8248,8248,8259,8249,8258,14.87
257,0,0,7755,0,0,0,7755,7755,7766,7756,7765,13.982
258,0,0,7220,0,0,0,7220,7220,7231,7221,7230,13.019
259,0,0,7208,0,0,0,7208,7208,7219,7209,7218,12.997
260,2,93,6808,0,0,0,6903,6903,6914,6809,6913,12.448
261,1,945,6054,0,0,0,6783,6783,6794,6055,6793,12.232
262,6,1251,5850,0,0,0,7091,7091,7102,5851,7101,12.787
263,1,1547,5938,0,0,0,7364,7364,7375,5939,7374,13.278
264,0,1052,6004,0,0,0,6680,6680,6694,6008,6693,12.052
265,1,682,6089,0,12,0,6686,6686,6700,6093,6699,12.063
266,2,719,6101,0,0,0,6674,6674,6688,6105,6687,12.041
267,1,995,5909,0,1,0,6905,6905,6919,5913,6918,12.457
268,0,1244,5920,0,0,0,7164,7164,7178,5924,7177,12.923
269,4,1467,6018,0,0,0,7485,7485,7499,6022,7498,13.501
270,1,1553,6054,0,0,0,7575,7575,7589,6057,7588,13.663
271,2,1336,6324,0,3,0,7477,7471,7490,6327,7483,13.474
272,1,970,6584,0,7,0,7379,7379,7392,6587,7391,13.309
273,0,906,6606,0,0,0,7494,7494,7507,6609,7506,13.516
274,1,664,6480,0,5,0,7079,7074,7092,6483,7086,12.76
275,3,812,6462,0,0,0,7197,7197,7210,6465,7209,12.981
276,1,929,6373,0,0,0,7230,7230,7243,6376,7242,13.04
277,3,1100,6482,0,0,0,7387,7387,7400,6485,7399,13.323
278,4,936,6746,0,3,0,7683,7683,7696,6749,7695,13.856
280,0,1299,7262,0,4,0,8561,8561,8575,7265,8574,15.439
281,0,1425,7480,0,0,0,8905,8905,8918,7483,8917,16.057
282,9,1670,7752,0,0,0,9150,9150,9163,7755,9162,16.498
283,0,1178,8388,0,0,0,9150,9150,9163,8391,9162,16.498
284,4,517,8792,0,0,0,9181,9181,9194,8795,9193,16.554
285,1,698,8792,0,0,0,9205,9205,9218,8795,9217,16.597
286,2,836,8731,0,0,0,9511,9511,9524,8734,9523,17.148
287,2,1010,8862,0,0,0,9874,9874,9887,8865,9886,17.801
288,2,893,9376,0,0,0,10044,10044,10057,9379,10056,18.107
289,0,538,9840,0,0,0,10044,10044,10057,9843,10056,18.107
290,2,379,10044,0,0,0,10425,10425,10439,10047,10438,18.795
291,0,494,10044,0,0,0,10538,10538,10552,10047,10551,18.999
292,0,410,10196,0,4,0,10475,10472,10489,10199,10486,18.882
293,2,296,10364,0,0,0,10403,10403,10417,10367,10416,18.756
294,1,766,9578,0,0,0,9989,9989,10000,9578,9999,18.005
295,0,1011,9138,0,1,0,10044,10044,10055,9138,10054,18.104
296,3,966,9249,0,22,0,10219,10219,10230,9249,10229,18.419
297,0,803,9548,0,0,0,10256,10256,10267,9548,10266,18.486
298,0,466,9612,0,0,0,10010,10010,10021,9612,10020,18.043
299,0,48,9800,0,0,0,9800,9800,9811,9800,9810,17.665
300,0,0,9417,0,0,0,9417,9417,9429,9417,9428,16.977
