second,scheduled_tasks,started_tasks,conn_created,conn_ready,conn_failed,conn_closed,active_connecting,active_ready,waiting_for_server,find_input_ops,remove_ops,insert_ops,find_output_ops,failed_ops,combined_ops,in_flight_tasks,ephemeral_ports,time_wait,handles,threads,cpu_pct,working_set_bytes
29,0,0,0,0,0,103,0,103,5,0,103,103,103,0,309,0,5801,5476,3153,345,1.76,191705088
31,175,175,175,156,0,0,111,156,119,153,0,0,0,0,153,175,5695,5680,1709,36,1.19,181264384
32,753,225,130,115,0,0,69,271,132,116,0,0,0,0,116,400,6180,5640,4881,561,25.71,246501376
33,0,239,316,279,0,55,94,504,94,279,117,97,69,0,562,609,6502,5230,10828,1352,38.66,278351872
34,46,171,169,169,0,176,71,543,73,171,118,138,163,0,590,618,7156,5430,14209,1703,58.16,359260160
35,0,164,184,252,0,289,71,554,55,249,303,297,296,0,1145,582,7606,5858,15765,1633,51.2,381161472
36,319,319,173,77,0,115,126,469,254,66,102,108,109,0,385,716,7634,5786,20087,1917,47.22,417878016
37,347,83,163,252,0,319,146,543,149,262,321,320,319,0,1222,446,7558,5646,16305,1870,49.01,407339008
38,0,201,256,204,0,67,97,484,100,173,70,66,65,0,374,587,7536,6087,12576,1515,52.58,391917568
39,0,63,74,136,0,275,63,533,62,171,265,270,275,0,981,589,7929,6429,14084,1513,48.68,404725760
40,195,195,195,195,0,173,78,391,115,195,173,173,173,0,714,507,8160,6789,14831,1419,28.51,401928192
41,336,152,133,125,0,136,108,366,114,84,140,140,140,0,504,407,8269,7265,8089,840,49.63,362946560
42,0,184,203,211,0,214,78,437,86,252,226,225,217,0,920,526,8677,7413,10187,1227,41.81,306397184
43,81,81,81,81,0,51,59,392,68,81,84,67,50,0,282,417,8937,7803,11005,1040,38.15,315170816
44,0,0,0,0,0,296,0,381,5,0,251,267,290,0,808,0,9004,8051,8263,825,22.15,303087616
45,336,295,194,142,0,5,146,223,145,91,32,22,11,0,156,376,9150,8337,9617,835,17.99,286433280
46,0,41,142,194,0,81,104,336,105,245,50,62,75,0,432,377,9148,8101,8796,966,51.84,312360960
47,0,0,0,0,0,91,0,336,8,0,91,91,91,0,273,0,8551,7531,8724,1041,20.07,305000448
48,0,0,0,0,0,245,0,245,5,0,245,245,245,0,735,0,8521,7851,6751,623,8.43,293576704
51,531,180,116,95,0,0,62,95,76,86,0,0,0,0,86,180,7193,6979,4025,212,4.77,262578176
52,62,356,341,92,0,0,339,187,409,71,0,0,0,0,71,536,7563,6845,6663,827,28.71,204337152
53,0,57,136,406,0,83,269,516,96,436,83,83,83,0,685,564,8296,6747,13423,1650,46.67,317730816
54,0,0,0,0,0,72,0,510,3,0,72,72,72,0,216,0,8064,6505,13243,1462,43.68,344059904
55,0,0,0,0,0,438,0,438,4,0,438,438,438,0,1314,0,7410,6093,12540,1312,3.14,339865600
56,134,134,134,134,0,0,67,134,69,134,0,0,0,0,134,134,6737,6571,6520,31,19.94,270700544
58,0,0,0,0,0,134,0,134,3,0,134,134,134,0,402,0,6985,6571,9732,432,0.98,297549824
59,788,302,211,211,0,0,151,211,152,211,0,0,0,0,211,302,6776,6633,7843,30,7.11,285765632
60,0,359,436,2,0,0,436,213,439,0,0,0,0,0,0,661,8598,6633,15781,1980,36.41,412745728
61,0,98,55,434,0,12,433,646,56,327,70,43,12,0,452,747,8653,6633,16651,2058,44.7,419942400
62,649,199,192,221,0,199,57,657,75,330,141,168,199,0,838,757,8916,7011,16890,1842,49.11,442744832
63,0,149,188,211,0,147,53,765,96,211,209,164,161,0,745,831,9499,7070,22135,2425,45.95,481759232
64,0,282,41,44,0,407,18,721,258,44,351,395,393,0,1183,744,9305,7474,19938,1796,52.94,482988032
65,406,80,292,195,0,166,154,432,307,181,178,169,170,0,698,667,8947,7259,14581,1662,46.84,470024192
66,310,406,118,146,0,81,97,475,396,160,155,76,78,0,469,863,8936,7378,13545,1586,50.01,466337792
67,0,61,324,161,0,111,323,502,361,135,47,123,110,0,415,864,9454,7081,20169,2385,39.03,495362048
68,136,245,79,271,0,85,232,727,265,297,238,246,94,0,875,1010,9286,6937,21107,2470,49.92,506699776
69,0,86,234,180,0,278,176,687,248,149,106,109,269,0,633,787,9395,7006,22653,2227,49.78,528060416
70,0,22,119,213,0,410,94,679,102,244,401,403,410,0,1458,790,9125,7618,14700,1336,52.5,473047040
71,0,0,0,0,0,147,0,393,8,0,148,147,147,0,442,0,8435,7310,13603,1091,9.84,462012416
72,0,0,0,0,0,246,0,246,7,0,245,246,246,0,737,0,8054,7524,10310,391,12.79,422473728
73,242,242,89,51,0,0,50,51,181,51,0,0,0,0,51,242,7522,7488,8639,34,6.45,392245248
74,436,222,316,306,0,0,150,357,150,299,0,0,0,0,299,464,7770,7032,6503,763,43.93,304054272
75,0,214,245,249,0,45,77,602,79,256,51,51,51,0,409,672,8252,6866,11579,1407,52.04,307761152
76,72,72,100,144,0,305,45,589,64,144,299,299,299,0,1041,508,8752,6987,15116,1674,57.44,373112832
77,526,138,115,37,0,192,80,400,91,36,218,211,206,0,671,386,8564,7276,13693,1218,33.7,382443520
78,0,388,51,101,0,102,79,293,367,102,92,83,88,0,365,632,8371,7298,8828,896,38.11,343085056
79,0,0,360,337,0,114,308,474,360,337,125,118,114,0,694,0,9172,7503,14775,1750,45.58,378834944
80,0,0,0,51,0,130,51,488,4,51,103,126,130,0,410,0,9124,7646,12837,1510,57,395587584
81,0,0,0,0,0,142,0,388,7,0,309,225,154,0,688,0,8983,7866,11016,1122,5.37,387727360
82,0,0,0,0,0,246,0,246,3,0,79,163,234,0,476,0,8919,8584,5926,38,15.61,332406784
85,748,271,205,88,0,0,161,88,163,68,0,0,0,0,68,271,7803,7512,8857,484,8.08,363847680
86,0,193,242,340,0,0,116,428,124,360,0,0,0,0,360,464,8264,7398,7176,856,50.67,296583168
87,0,284,245,142,0,48,132,560,134,141,60,56,48,0,305,714,9222,7398,14936,1830,55.93,355844096
88,0,0,56,178,0,368,122,655,57,179,364,360,368,0,1271,0,9504,7407,17607,2064,47.03,402890752
89,0,0,0,0,0,151,0,332,3,0,145,151,151,0,447,0,9105,8061,11059,891,32.41,385486848
90,613,278,199,183,0,181,130,183,131,180,179,181,181,0,721,278,9048,8514,9692,498,17.34,381497344
91,442,244,261,230,0,0,73,413,82,230,0,0,0,0,230,522,9608,8626,14854,1022,57.76,422559744
92,0,166,203,150,0,68,112,541,145,146,94,90,69,0,399,661,9818,8204,13349,1630,61.62,445874176
93,0,213,188,190,0,294,100,581,139,197,314,292,310,0,1113,621,10126,8495,14585,1539,58.74,435724288
94,0,154,156,203,0,191,99,428,88,202,148,171,174,0,695,526,9514,7983,14644,1541,44.57,440152064
95,768,216,175,199,0,183,51,448,68,200,180,183,183,0,746,535,9472,8144,11549,1271,48.81,437469184
96,423,326,94,115,0,31,79,511,302,115,33,33,33,0,214,830,9744,8075,13143,1622,58.74,438403072
97,0,336,67,73,0,125,53,503,576,73,123,123,123,0,442,1041,0,0,0,0,0,0
98,0,201,109,5,0,115,109,451,720,3,123,123,116,0,365,1200,11093,8246,29015,3607,41.77,515448832
99,0,12,436,308,0,188,242,531,682,304,182,181,187,0,854,1128,10610,7840,28458,3282,50.91,528232448
100,0,32,255,484,0,120,245,826,262,490,149,150,128,0,917,863,0,0,0,0,0,0
101,448,127,152,129,0,198,77,825,78,129,279,176,197,0,781,896,10011,7488,24253,2603,56.57,564310016
102,0,314,51,77,0,418,26,756,243,77,307,408,410,1,1202,788,9481,7496,17148,1989,53.17,529780736
103,297,103,362,21,0,170,358,415,321,4,181,173,171,0,529,759,9974,7920,20529,2216,43.39,546684928
104,0,107,90,343,0,207,341,437,92,360,233,242,222,0,1057,621,10236,8648,12290,1454,53.78,540598272
105,0,162,193,273,0,42,88,633,76,269,4,4,26,0,303,641,10407,8734,13470,1639,47.08,515579904
106,511,194,35,20,0,360,27,641,152,21,360,360,360,0,1101,475,10111,8176,16139,1967,56.12,536096768
107,291,216,150,173,0,128,102,365,202,176,139,136,135,0,586,563,9863,8480,15069,1427,33.45,520257536
108,237,132,327,138,0,159,205,355,326,133,148,151,152,0,584,671,10197,8542,14767,1646,41.42,464445440
109,0,278,82,209,0,34,188,498,275,214,87,81,39,0,421,782,10187,8542,13571,1660,43.49,466108416
110,0,219,132,82,0,90,112,521,417,82,95,101,113,0,391,943,10890,8372,22443,2860,41.82,488730624
111,0,0,313,133,0,275,308,521,314,127,221,221,247,0,816,0,10868,8524,21578,2597,50.38,484884480
112,113,113,73,342,0,209,291,631,46,346,205,205,209,0,965,621,10256,8367,18037,1946,55.45,490094592
113,67,67,107,130,0,127,63,538,66,132,127,127,127,0,513,485,10334,8935,16362,1352,36.75,486821888
114,0,0,0,0,0,346,0,478,4,0,346,346,346,0,1038,0,10405,9465,15324,988,25.66,488251392
115,0,0,0,0,0,132,0,132,6,0,132,132,132,0,396,0,10039,9785,11814,245,14.3,424390656
116,356,33,0,0,0,0,0,0,7,0,0,0,0,0,0,33,9977,9919,10870,44,6.39,419823616
117,344,345,329,75,0,0,271,75,288,69,0,0,0,0,69,378,10332,9290,8489,1050,24.96,421634048
118,390,323,55,304,0,0,253,379,295,310,0,0,0,0,310,701,10391,9290,9773,1184,55.2,323719168
119,0,102,331,210,0,56,190,569,291,206,56,56,56,0,374,750,10794,8793,17223,2155,41.27,408563712
120,0,107,122,228,0,257,125,725,102,232,293,288,278,0,1091,802,10859,8607,19477,2279,54.25,452374528
121,334,166,211,218,0,241,77,618,73,218,235,239,228,0,920,654,11100,9181,17276,1774,55.99,412946432
122,197,222,194,172,0,263,60,522,62,172,233,234,255,0,894,556,11147,9509,18250,1625,57.97,436150272
123,0,188,152,116,0,154,71,457,146,116,199,193,179,0,687,557,10897,9467,19474,1464,51.59,500215808
124,0,135,227,274,0,176,93,450,95,262,132,138,151,0,683,509,10964,9463,12717,1492,48.4,446275584
125,57,57,57,81,0,176,26,464,26,93,175,175,176,0,619,462,10858,9477,11483,1268,53.32,407707648
126,0,0,0,0,0,262,0,355,3,0,262,262,262,0,786,0,10651,9677,10823,1071,21.77,403054592
127,0,0,0,0,0,93,0,93,4,0,93,93,93,0,279,0,10202,9881,6806,214,11.88,378867712
128,88,88,88,88,0,0,51,88,85,88,0,0,0,0,88,88,9817,9797,6002,43,5.54,334610432
130,0,0,0,0,0,88,0,88,3,0,88,88,88,0,264,0,9434,9159,8114,307,2.75,373809152
131,261,245,168,163,0,0,115,163,115,163,0,0,0,0,163,245,9133,9039,1018,43,6.26,319066112
132,172,157,113,99,0,0,55,262,110,98,0,0,0,0,98,402,8911,8117,6960,826,35.01,278134784
133,0,31,152,171,0,163,111,433,111,172,163,163,163,0,661,433,9227,7921,10777,1299,28.42,295952384
134,0,0,0,0,0,98,0,270,4,0,98,98,98,0,294,0,8678,7706,8774,835,13.4,313262080
135,206,200,179,161,0,172,60,172,62,142,172,171,171,1,656,258,8470,7817,7976,626,8.74,310812672
136,501,108,104,92,0,0,62,253,71,102,0,0,0,0,102,308,8114,7441,5639,656,47.7,303022080
137,0,331,142,172,0,41,96,419,201,181,50,46,42,0,319,598,8529,7209,10867,1339,26.98,285630464
138,0,68,282,282,0,198,178,488,274,282,190,193,197,0,862,636,8819,7081,15533,1881,51.84,363958272
139,14,14,14,14,0,186,14,468,15,14,185,186,186,0,571,341,8718,7403,13203,1211,42.53,378310656
140,0,0,0,0,0,257,0,296,7,0,282,261,257,0,800,0,8498,7497,12028,932,10.6,374235136
141,0,0,0,0,0,39,0,39,2,0,14,35,39,0,88,0,7650,7507,2249,85,17.69,323661824
143,548,226,200,162,0,0,71,162,75,158,0,0,0,0,158,226,6806,6796,2050,43,1.95,328552448
144,0,208,176,159,0,0,104,321,104,143,0,0,0,0,143,434,7031,6104,7905,947,46.42,284729344
145,0,114,172,227,0,126,98,535,125,247,155,134,132,0,668,548,7154,5840,11635,1429,44.1,317456384
146,0,0,0,0,0,168,0,422,5,0,139,160,162,0,461,0,7496,6292,10686,1010,33.52,344080384
147,0,0,0,0,0,254,0,254,6,0,254,254,254,0,762,0,7270,6626,8330,509,10.59,329748480
150,320,320,268,140,0,0,143,140,165,126,0,0,0,0,126,320,7193,6716,9807,530,11.48,332967936
151,0,0,52,180,0,0,127,320,52,194,0,0,0,0,194,0,7032,6094,13574,1002,53.61,380706816
152,0,0,0,0,0,126,0,320,5,0,126,126,126,0,378,0,6414,5478,13564,949,10.02,384421888
153,166,166,28,8,0,194,23,194,135,7,194,194,194,0,589,166,5972,5720,9374,58,17.44,359493632
154,0,0,138,158,0,0,129,166,130,159,0,0,0,0,159,0,5830,5326,13162,530,28.51,400801792
155,0,0,0,0,0,4,0,166,1,0,7,5,5,0,17,0,5441,4930,13290,542,3.77,413458432
156,677,222,165,93,0,162,119,162,140,87,159,161,161,0,568,222,5054,4712,3537,320,5.09,373112832
157,0,292,278,235,0,0,115,328,175,241,0,0,0,0,241,514,5323,4552,6591,782,43.91,344981504
158,425,228,192,231,0,8,158,551,163,191,50,27,9,0,277,740,6138,4552,13766,1714,48.24,346169344
159,388,361,147,78,0,170,145,607,449,118,147,168,186,0,619,980,7212,4768,23100,2779,44.68,470990848
160,0,37,290,208,0,193,247,578,326,205,177,176,176,0,734,926,7275,4815,23598,2770,57.46,473903104
161,467,109,158,340,0,266,227,695,74,342,263,266,266,0,1137,770,7471,5408,21748,2123,57.24,482992128
162,0,220,163,172,0,195,55,635,88,173,199,199,199,0,770,698,7675,5650,22341,1976,51.58,497930240
163,276,298,118,89,0,25,65,607,288,89,102,89,27,0,307,910,8003,5984,16010,1955,52.6,451481600
164,0,101,226,170,0,274,202,590,264,135,213,216,268,0,832,911,8069,5817,21285,2633,41.9,490831872
165,309,150,190,233,0,265,121,592,244,264,283,274,270,0,1091,820,7922,5782,20836,2255,52.1,483995648
166,0,283,182,244,0,68,165,639,310,247,30,49,63,0,389,837,0,0,0,0,0,0
167,0,241,82,38,0,93,82,645,426,17,102,102,100,0,321,1066,8946,6230,24343,3142,48.95,543911936
168,60,11,351,207,0,353,214,649,352,224,363,362,361,1,1310,904,8995,6398,22268,2755,48.57,546377728
169,0,49,60,264,0,199,204,574,47,269,180,180,183,0,812,637,8688,6706,19001,1923,59.74,530903040
170,329,189,165,139,0,205,81,493,79,139,224,224,216,0,803,559,8509,6892,18199,1527,40.4,532197376
171,0,140,162,113,0,255,75,465,94,113,237,237,244,0,831,541,8286,6764,12820,1562,57.53,508211200
172,0,0,2,77,0,124,74,354,8,77,165,151,136,0,529,0,8382,7272,10774,1032,55.18,414556160
173,0,0,0,0,0,161,0,237,5,0,119,133,149,0,401,0,8271,7635,8416,531,6.26,387198976
174,0,0,0,0,0,77,0,77,6,0,77,77,77,0,231,0,8071,7930,6134,45,9.84,372023296
175,401,224,57,7,0,0,57,7,158,3,0,0,0,0,3,224,7790,7776,6134,45,1.57,372809728
176,0,177,331,244,0,0,170,251,171,242,0,0,0,0,242,401,7760,7370,10199,652,15.59,389844992
177,54,54,67,198,0,0,136,449,54,197,2,0,0,0,199,455,8050,6834,10401,1248,50.47,440627200
178,0,0,0,6,0,244,5,453,5,13,242,244,244,0,743,0,8212,6950,10885,1239,15.02,434749440
179,0,0,0,0,0,193,0,211,4,0,194,194,194,0,582,0,7991,7636,4032,358,12.95,387784704
180,0,0,0,0,0,18,0,17,5,0,17,17,17,0,51,0,7776,7744,2611,44,4.65,371343360
185,469,219,208,187,0,0,101,187,149,183,0,0,0,0,183,219,7412,7104,5581,546,7.4,335360000
186,384,322,257,222,0,0,79,409,91,225,0,0,0,0,225,541,7840,6772,9109,1097,46.76,260210688
187,179,191,181,235,0,67,133,614,83,236,132,115,95,0,578,698,8409,6772,13182,1647,63.02,312905728
188,361,194,159,153,0,245,84,576,140,118,209,226,241,0,794,655,9041,7180,15894,1727,48.48,374710272
189,0,268,138,113,0,170,93,511,266,136,148,147,152,0,583,789,9055,7284,15279,1728,53.39,414507008
190,199,201,204,130,0,128,107,472,422,142,121,122,122,0,507,904,9250,7038,21179,2386,46.35,443027456
191,0,134,244,351,0,181,224,639,249,351,181,181,181,0,894,738,8716,6696,18897,1953,51.37,472690688
192,150,87,202,201,0,170,170,649,199,201,249,234,191,0,875,785,9065,7000,20997,2107,43.94,480628736
193,0,126,149,137,0,335,57,631,65,137,269,277,318,0,1001,656,9069,7138,20623,1867,47.77,501678080
194,0,0,0,13,0,282,13,436,4,13,283,290,290,0,876,0,8571,7292,11054,1097,48.32,483446784
195,368,262,50,50,0,94,50,163,203,49,84,84,86,0,303,332,7854,7208,5811,494,7.39,462217216
196,0,106,318,136,0,70,275,186,292,103,66,66,66,0,301,428,8234,7259,8734,1077,27.61,434728960
197,174,174,137,286,0,11,181,461,122,314,17,12,11,0,354,542,8267,7146,9586,1147,59.29,384294912
198,226,109,70,70,0,129,40,492,72,76,124,128,129,0,457,511,8350,6808,13057,1519,37.9,399216640
199,151,126,125,158,0,271,45,433,77,158,273,274,274,0,979,513,7833,6442,13848,1488,22.01,410419200
200,339,198,221,192,0,131,99,350,151,192,128,128,128,0,576,438,7904,6736,12567,1103,44.7,375734272
201,0,283,106,78,0,55,59,399,288,76,74,69,58,0,277,692,7635,6318,15014,1370,42.53,396914688
202,0,0,231,288,0,295,174,535,232,290,276,281,292,0,1139,0,8033,6221,16090,1921,44.55,407027712
203,404,169,39,0,0,61,39,366,124,0,76,72,63,0,211,474,7685,6443,11792,1103,45.84,395907072
204,0,235,227,199,0,252,136,395,197,199,290,271,258,0,1018,475,7718,6436,14641,1350,20.67,413650944
205,0,0,138,205,0,53,141,404,138,205,0,23,45,0,273,0,8134,6913,16362,1305,50.24,423944192
206,0,0,0,0,0,199,0,404,5,0,199,199,199,0,597,0,8139,6913,16494,1255,30.04,441348096
207,464,159,64,2,0,205,63,205,78,0,205,205,205,0,615,159,7979,7311,13694,658,13.84,425713664
208,303,181,215,218,0,0,98,220,171,210,0,0,0,0,210,340,8001,7473,14318,512,29.76,437772288
209,227,310,286,267,0,0,118,487,121,276,0,0,0,0,276,650,8150,6919,10900,1352,56.12,377831424
210,347,148,130,200,0,109,130,583,164,141,133,124,121,0,519,719,8716,6821,16287,2013,47.05,394477568
211,0,416,76,84,0,112,76,581,434,144,93,99,101,0,437,993,9106,7159,17776,2004,45.94,445444096
212,0,123,369,124,0,193,246,550,486,123,292,276,205,0,896,1042,10264,7809,23302,2662,41.93,499822592
213,518,68,192,245,0,189,245,587,251,246,151,151,190,0,738,916,10214,7854,23231,2582,36.78,497602560
214,208,96,100,260,0,207,192,663,104,251,142,161,194,0,748,802,10430,8149,22554,2273,53.41,518946816
215,422,352,58,90,0,93,58,616,346,99,93,93,93,0,378,950,10609,8509,22819,2084,53.52,541179904
216,0,253,96,96,0,25,96,677,512,96,24,24,24,0,168,1178,11595,8623,25912,3373,37.15,595668992
217,937,71,241,62,0,236,241,658,547,0,259,259,236,0,754,1210,11950,8748,28840,3602,40.31,621387776
218,332,248,218,240,0,23,179,701,516,302,156,139,34,0,631,1238,11433,8627,27148,3115,53.55,618168320
219,943,163,71,184,0,226,157,701,507,184,112,129,233,0,658,1175,11695,8685,30161,3339,38.31,640929792
220,0,345,30,74,0,77,44,661,768,74,35,35,59,0,203,1443,0,0,0,0,0,0
221,0,214,251,72,0,0,249,728,903,58,2,1,0,0,61,1657,0,0,0,0,0,0
222,0,328,21,179,0,12,178,905,1048,193,10,11,12,0,226,1973,0,0,0,0,0,0
223,0,315,7,24,0,116,21,916,1356,21,116,116,116,0,369,2253,0,0,0,0,0,0
224,0,452,0,4,0,3,3,807,1790,7,3,3,3,18,16,2603,0,0,0,0,0,0
225,0,65,144,35,0,4,144,835,1803,30,4,4,4,65,42,2659,12947,6742,60792,7797,33.94,979427328
226,0,346,0,109,0,0,108,944,1925,114,0,0,0,58,114,2887,13057,6719,63581,7980,37.98,1018843136
227,0,48,0,0,0,105,0,944,1988,0,199,165,112,5,476,2932,13535,6760,67815,8719,41.45,1085677568
228,0,0,347,131,0,226,218,838,1988,129,138,166,219,43,652,0,13308,7041,64582,7945,56.18,1076596736
229,0,0,2,59,0,146,218,745,1597,16,141,146,146,74,449,0,12815,6766,63270,7548,47.96,1069998080
230,0,0,248,396,0,112,158,946,1524,434,125,126,122,2,807,0,12315,6911,60351,6851,56.22,1058467840
231,0,0,455,300,0,47,287,1196,1270,307,110,49,47,100,513,0,0,0,0,0,0,0
232,0,0,66,167,0,217,166,1221,718,166,160,210,209,32,745,0,0,0,0,0,0,0
233,0,0,617,192,0,162,615,1189,618,120,150,160,160,0,590,0,0,0,0,0,0,0
234,364,3,0,490,0,42,489,1626,3,563,68,45,48,0,724,1627,11509,6744,53852,4820,52.34,1163268096
235,0,86,0,0,0,301,0,1621,90,0,308,323,299,0,930,1625,11480,6940,53159,4594,46.43,1165791232
236,16,27,101,0,0,96,101,1320,107,0,380,235,102,0,717,1410,10616,6599,51214,4055,35.9,1172066304
237,422,145,0,0,0,293,101,1225,158,0,444,597,288,1,1329,1341,10664,6717,50949,3936,47.9,1175478272
238,239,204,0,0,0,377,101,932,363,0,0,0,381,0,381,1196,0,0,0,0,0,0
239,0,104,11,101,0,300,101,557,456,101,307,306,296,1,1010,1015,0,0,0,0,0,0
240,95,222,272,88,0,255,226,355,495,82,149,149,248,0,628,823,10524,8635,46869,2248,55.89,1221693440
241,0,32,0,135,0,0,194,324,439,64,4,1,0,0,69,823,0,0,0,0,0,0
242,0,313,266,97,0,4,237,417,745,168,17,14,4,0,203,1132,10835,7911,26794,3428,46.41,1035546624
243,310,12,488,397,0,149,320,716,488,403,133,138,149,0,823,1110,10959,7975,26735,3368,59.55,971485184
244,60,60,0,113,0,63,320,715,70,74,68,63,63,0,268,1014,10832,7875,25264,2901,41.52,786538496
245,0,298,40,208,0,88,206,922,352,247,189,194,95,0,725,1268,0,0,0,0,0,0
246,0,0,303,153,0,446,189,832,331,153,356,357,440,0,1306,0,11173,8208,27116,3051,41.37,809238528
247,0,0,25,214,0,389,189,709,27,214,372,372,388,0,1346,0,10551,8304,23793,2235,51.08,795172864
248,0,0,0,0,0,153,0,367,7,0,153,153,153,0,459,0,10116,9001,18037,998,30.97,672411648
249,0,0,0,0,0,214,0,214,6,0,214,214,214,0,642,0,9438,8812,16416,653,8.74,655319040
252,364,362,215,126,0,0,110,126,143,126,0,0,0,0,126,362,9430,9014,15992,390,8.4,622546944
253,0,2,149,238,0,0,148,364,146,238,0,0,0,0,238,364,9852,8940,8821,1114,43.42,673091584
254,0,0,0,0,0,125,0,364,4,0,126,125,125,0,376,0,9879,8773,9440,1124,34.29,575246336
255,0,0,0,0,0,239,0,239,4,0,238,239,239,0,716,0,9792,8938,7671,746,7.83,452337664
259,247,151,18,0,0,0,18,0,127,0,0,0,0,0,0,151,8294,8280,4337,33,2.14,418611200
260,423,290,305,203,0,0,157,203,157,203,0,0,0,0,203,441,8780,8072,5915,704,15.91,411799552
261,219,282,382,140,0,0,362,343,393,140,0,0,0,0,140,723,9129,7900,10939,1361,42.93,336228352
262,0,53,8,362,0,23,362,689,67,362,26,26,25,0,439,776,9731,7550,17730,2210,51.36,438284288
263,0,113,176,184,0,320,105,684,114,184,317,317,318,0,1136,752,9380,7503,16745,1812,49.23,446652416
264,558,203,100,90,0,112,57,601,104,90,146,131,116,0,483,660,9455,7731,17203,1671,38.69,448425984
265,0,166,183,123,0,320,113,524,128,115,293,301,316,0,1025,637,9374,7607,19814,1819,44.26,506269696
266,534,203,137,138,0,171,103,391,150,129,167,174,174,0,644,532,9280,7910,11865,1426,53.08,549998592
267,331,337,149,218,0,69,151,473,334,235,70,66,66,0,437,783,9322,7724,13329,1537,48.87,495874048
268,0,66,306,194,0,96,249,545,393,193,94,96,96,0,479,836,0,0,0,0,0,0
269,24,461,3,115,0,32,112,652,543,116,30,32,32,0,210,1182,9018,6064,27198,3529,43.35,578998272
270,177,25,480,154,0,273,327,624,563,154,345,326,278,0,1103,1184,9161,6371,26683,3205,31.61,578150400
271,0,37,83,327,0,209,326,748,133,327,204,212,220,0,963,935,9336,7041,24550,2473,54.91,578002944
272,646,220,169,129,0,148,122,637,140,129,89,96,132,0,446,834,9304,7117,23030,2121,53.07,567140352
273,94,271,104,226,0,195,122,718,257,226,187,191,195,0,799,910,9562,7153,20617,2541,42.89,572862464
274,0,314,63,0,0,27,63,635,582,0,41,41,40,0,122,1219,0,0,0,0,0,0
275,496,133,158,161,0,283,85,657,615,161,276,276,277,0,990,1237,9578,6897,27403,3137,38.88,588615680
276,462,96,489,238,0,147,311,593,499,238,254,197,146,0,835,1043,9704,7159,26903,2876,53.9,591048704
277,0,119,77,311,0,166,311,741,227,311,97,127,174,0,709,999,0,0,0,0,0,0
278,0,183,121,198,0,139,78,805,203,198,94,121,125,0,538,993,9228,6439,23353,2918,52.55,620711936
