second,target_syn_sent,target_established,target_time_wait,target_close_wait,target_fin_wait1,target_fin_wait2,target_total_sockets,target_distinct_local_ports,host_total_tcp_sockets,host_total_time_wait,ephemeral_ports_in_use,ephemeral_util_pct
29,0,309,5680,0,0,72,5785,5785,5801,5680,5800,10.444
30,0,0,5680,0,0,72,5752,5752,5768,5680,5767,10.384
31,6,481,5680,0,0,0,6161,6161,6176,5680,6175,11.119
32,3,1028,5640,0,0,0,6484,6484,6499,5640,6498,11.701
33,4,1669,5314,0,0,42,7028,7028,7043,5314,7042,12.68
34,5,1825,5604,0,3,170,7463,7463,7478,5604,7477,13.464
35,4,1570,6162,0,0,230,7769,7769,7784,6162,7783,14.015
36,1,1959,5844,0,1,137,7884,7884,7899,5844,7898,14.222
37,1,1867,6078,0,2,195,7546,7544,7561,6078,7558,13.609
38,1,1657,6172,0,1,147,7876,7876,7891,6175,7890,14.207
39,0,1479,6716,0,0,119,8022,8022,8037,6719,8036,14.47
40,0,1295,7068,0,0,173,8339,8339,8354,7071,8353,15.041
41,4,1143,7312,0,1,189,8578,8578,8593,7315,8592,15.471
42,2,1440,7800,0,6,195,9003,9003,9018,7803,9017,16.237
43,0,1176,7857,0,2,114,9051,9051,9066,7860,9065,16.323
44,0,792,8330,0,0,183,8989,8989,9004,8333,9003,16.211
45,5,849,8334,0,0,131,9271,9271,9286,8337,9285,16.719
46,1,1008,8098,0,3,81,9187,9187,9202,8101,9201,16.568
47,0,1008,7646,0,0,74,8536,8536,8551,7649,8550,15.396
48,0,735,8170,0,0,166,8506,8506,8521,8173,8520,15.342
49,0,0,7508,0,0,50,7558,7558,7573,7511,7572,13.635
50,0,0,7224,0,0,0,7224,7224,7239,7227,7238,13.033
51,6,348,6976,0,0,0,7207,7207,7222,6979,7221,13.003
52,6,1520,6842,0,0,0,8283,8283,8298,6845,8297,14.94
53,1,1612,6782,0,0,77,8413,8413,8428,6785,8427,15.174
54,0,1431,6502,0,3,116,8049,8049,8064,6505,8063,14.519
55,0,1281,6688,0,0,192,7400,7400,7415,6691,7414,13.35
56,5,402,6568,0,0,165,6985,6985,7000,6571,6999,12.603
57,0,402,6568,0,0,0,6970,6970,6985,6571,6984,12.576
58,0,402,6576,0,2,79,6970,6970,6985,6579,6984,12.576
59,0,327,6630,0,0,131,7088,7088,7103,6633,7102,12.788
60,1,1962,6630,0,0,0,8593,8593,8608,6633,8607,15.498
61,0,2048,6630,0,0,0,8678,8678,8693,6633,8692,15.651
62,1,2100,7052,0,0,151,9083,9083,9098,7055,9097,16.381
63,2,2399,7118,0,0,66,9538,9538,9554,7121,9553,17.202
64,4,1813,7743,0,2,256,9335,9335,9350,7746,9349,16.834
65,0,1619,7419,0,5,99,9142,9141,9157,7422,9155,16.485
66,1,1508,7364,0,0,92,8965,8965,8980,7367,8979,16.168
67,10,2360,7078,0,0,97,9438,9438,9453,7081,9452,17.02
68,10,2512,7002,0,0,44,9568,9568,9580,7002,9579,17.249
69,11,2243,7016,0,0,224,9359,9359,9371,7016,9370,16.872
70,0,1447,7618,0,0,309,9114,9114,9126,7618,9125,16.431
71,0,1062,7450,0,1,76,8446,8446,8458,7450,8457,15.228
72,0,357,7762,0,0,242,8042,8042,8054,7762,8053,14.501
73,2,564,7488,0,0,22,7822,7822,7834,7488,7833,14.105
74,1,1044,7032,0,0,0,7911,7911,7923,7032,7922,14.265
75,1,1843,6874,0,0,51,8722,8722,8734,6874,8733,15.725
76,2,1668,7276,0,1,242,8903,8903,8915,7276,8914,16.051
77,1,1194,7542,0,0,201,8730,8730,8742,7542,8741,15.74
78,5,1472,7320,0,0,166,8804,8804,8816,7320,8815,15.873
79,4,1682,7532,0,0,101,9161,9161,9173,7532,9172,16.516
80,0,1473,7808,0,5,138,9120,9120,9132,7808,9131,16.442
81,0,1083,8167,0,2,153,8971,8971,8983,8167,8982,16.174
82,0,0,8584,0,0,323,8907,8907,8919,8584,8918,16.058
83,0,0,8430,0,0,0,8430,8430,8442,8430,8441,15.199
84,0,0,8338,0,0,0,8338,8338,8350,8338,8349,15.034
85,1,676,7512,0,0,0,8075,8075,8087,7512,8086,14.56
86,2,1408,7398,0,0,0,8806,8806,8818,7398,8817,15.876
87,7,1988,7492,0,0,47,9529,9529,9541,7492,9540,17.178
88,0,2048,7948,0,2,191,9492,9492,9504,7948,9503,17.112
89,0,855,8264,0,0,200,9092,9092,9104,8264,9103,16.391
90,9,686,8626,0,0,166,9377,9377,9389,8626,9388,16.905
91,3,1408,8626,0,0,0,9644,9644,9656,8626,9655,17.385
92,13,1875,8222,0,0,65,10119,10119,10131,8222,10130,18.241
93,4,1683,8780,0,1,194,10259,10259,10271,8780,10270,18.493
94,0,1441,8170,0,1,153,9685,9685,9697,8170,9696,17.459
95,0,1353,8161,0,2,117,9497,9496,9509,8161,9507,17.119
96,4,1622,8120,0,0,59,9798,9798,9810,8120,9809,17.663
98,2,2860,8114,0,0,93,11005,11005,11017,8114,11016,19.836
99,0,2871,7870,0,0,146,10606,10606,10618,7870,10617,19.118
101,2,2502,7488,0,0,142,10039,10039,10051,7488,10050,18.097
102,1,2192,7886,0,2,260,9557,9557,9569,7886,9568,17.229
103,5,2078,8086,0,1,74,10047,10047,10059,8086,10058,18.111
104,1,1438,8707,0,1,122,10269,10263,10281,8707,10274,18.5
105,8,1907,8740,0,0,72,10502,10502,10514,8740,10513,18.93
106,3,1923,8564,0,2,327,10099,10099,10111,8564,10110,18.205
107,4,1297,8668,0,1,198,9951,9951,9963,8668,9962,17.938
108,0,1699,8445,0,2,104,10250,10249,10262,8445,10260,18.475
109,1,1574,8568,0,0,62,10179,10179,10191,8568,10190,18.349
110,0,2388,8446,0,0,26,10860,10860,10872,8446,10871,19.575
111,4,2442,8722,0,0,181,11121,11121,11133,8722,11132,20.045
112,2,1898,8706,0,3,124,10308,10308,10320,8706,10319,18.581
113,3,1592,8960,0,1,123,10520,10520,10534,8963,10533,18.966
114,0,1081,9652,0,2,284,10390,10389,10404,9655,10402,18.731
115,0,201,9916,0,0,81,10025,10025,10039,9919,10038,18.075
116,0,0,9916,0,0,47,9963,9963,9977,9919,9976,17.963
117,0,1042,9287,0,0,0,10329,10329,10344,9290,10343,18.624
118,4,1743,9287,0,0,0,10572,10572,10586,9290,10585,19.06
119,0,2048,8790,0,0,56,10786,10786,10800,8793,10799,19.445
120,1,2282,8814,0,1,90,10947,10947,10961,8817,10960,19.735
121,4,1895,9296,0,1,252,11188,11188,11202,9299,11201,20.169
122,2,1537,9785,0,4,213,11391,11388,11405,9788,11401,20.529
123,5,1506,9518,0,0,145,10924,10924,10938,9521,10937,19.694
124,8,1422,9584,0,1,108,11035,11035,11049,9587,11048,19.894
125,2,1233,9616,0,8,166,10893,10886,10907,9619,10899,19.625
126,0,1065,9862,0,3,159,10677,10677,10691,9865,10690,19.249
127,0,184,9992,0,1,137,10190,10190,10204,9995,10203,18.372
128,0,264,9794,0,0,9,10015,10015,10029,9797,10028,18.057
129,0,264,9468,0,0,0,9732,9732,9746,9471,9745,17.547
130,0,264,9162,0,2,83,9420,9420,9434,9165,9433,16.986
131,7,494,9036,0,0,83,9520,9520,9534,9039,9533,17.166
132,5,951,8114,0,0,0,8897,8897,8911,8117,8910,16.044
133,0,1299,7984,0,0,122,9217,9217,9231,7987,9230,16.62
134,0,795,7887,0,0,261,8664,8664,8678,7890,8677,15.624
135,3,478,8118,0,2,171,8694,8694,8708,8121,8707,15.678
136,7,868,7438,0,0,86,8128,8128,8142,7441,8141,14.659
137,10,1535,7206,0,0,5,8607,8607,8621,7209,8620,15.522
138,3,1660,7322,0,3,120,8982,8981,8996,7325,8994,16.195
139,0,1170,7494,0,0,137,8705,8705,8718,7497,8717,15.696
140,0,888,7642,0,5,196,8486,8486,8499,7645,8498,15.302
141,0,42,7504,0,0,91,7637,7637,7650,7507,7649,13.773
142,0,0,7050,0,0,0,7050,7050,7063,7053,7062,12.716
143,1,652,6796,0,0,0,7056,7056,7066,6796,7065,12.722
144,2,1208,6104,0,0,0,7059,7059,7069,6104,7068,12.727
145,8,1644,6088,0,2,124,7484,7484,7496,6088,7495,13.496
146,0,990,6428,0,2,218,7484,7484,7496,6428,7495,13.496
147,0,465,6936,0,4,169,7258,7258,7270,6936,7269,13.089
148,0,0,6936,0,0,112,7048,7048,7060,6936,7059,12.711
149,0,0,6824,0,0,0,6824,6824,6836,6824,6835,12.308
150,5,852,6716,0,0,0,7568,7568,7581,6716,7580,13.649
151,0,960,6094,0,0,0,7054,7054,7067,6094,7066,12.724
152,0,927,5692,0,1,125,6402,6402,6415,5692,6414,11.549
153,1,209,5720,0,3,275,6024,6022,6037,5720,6034,10.865
154,0,498,5326,0,0,0,5824,5824,5837,5326,5836,10.509
155,0,498,4930,0,1,4,5428,5428,5441,4930,5440,9.796
156,18,373,4894,0,0,97,5349,5349,5362,4894,5361,9.653
157,12,1270,4552,0,0,44,5822,5822,5835,4552,5834,10.505
158,0,1656,4552,0,0,0,6208,6208,6221,4552,6220,11.2
159,3,2461,4796,0,0,100,7360,7360,7373,4796,7372,13.275
160,3,2322,4815,0,0,83,7223,7223,7237,4815,7236,13.03
161,1,2086,5650,0,0,192,7498,7498,7512,5650,7511,13.525
162,0,1972,5968,0,0,171,7816,7816,7830,5968,7829,14.097
163,0,2441,6024,0,0,132,8281,8281,8295,6024,8294,14.935
164,0,2321,6116,0,2,244,8209,8209,8223,6116,8222,14.805
165,5,2075,6292,0,2,174,8227,8227,8241,6292,8240,14.837
167,19,2697,6462,0,0,96,9189,9189,9203,6462,9202,16.57
168,0,2480,6670,0,0,188,9162,9162,9176,6670,9175,16.521
169,0,1864,7066,0,2,182,8727,8727,8741,7066,8740,15.738
170,4,1558,7023,0,2,151,8590,8588,8604,7023,8601,15.488
171,6,1478,7206,0,0,77,8369,8369,8383,7206,8382,15.093
172,0,987,7550,0,1,138,8369,8369,8383,7550,8382,15.093
173,0,486,7776,0,0,166,8257,8257,8271,7776,8270,14.892
174,0,0,7930,0,0,127,8057,8057,8071,7930,8070,14.531
175,0,0,7776,0,0,0,7776,7776,7790,7776,7789,14.025
176,5,1179,7370,0,0,0,8454,8454,8467,7370,8466,15.244
177,0,1359,6837,0,1,2,8199,8199,8212,6837,8211,14.785
178,0,1194,7322,0,11,198,8201,8199,8214,7322,8211,14.785
179,0,515,7711,0,2,157,7978,7978,7991,7711,7990,14.387
180,0,0,7744,0,0,19,7763,7763,7776,7744,7775,14
181,0,0,7744,0,0,0,7744,7744,7757,7744,7756,13.966
182,0,0,7494,0,0,0,7494,7494,7507,7494,7506,13.516
183,0,0,7104,0,0,0,7104,7104,7117,7104,7116,12.814
184,0,0,7104,0,0,0,7104,7104,7117,7104,7116,12.814
185,4,682,7104,0,0,0,7616,7616,7629,7104,7628,13.735
186,7,1399,6772,0,0,0,8178,8178,8191,6772,8190,14.747
187,6,1922,6828,0,0,30,8783,8783,8796,6828,8795,15.837
188,1,1784,7267,0,1,206,9147,9147,9160,7267,9159,16.492
189,10,1936,7329,0,1,168,9316,9316,9329,7329,9328,16.797
190,2,2195,7042,0,0,95,9315,9315,9328,7042,9327,16.795
191,5,2024,7062,0,0,91,9007,9007,9021,7062,9020,16.242
192,1,1983,7000,0,0,104,9051,9051,9065,7000,9064,16.321
193,1,1752,7370,0,1,195,9186,9186,9203,7370,9202,16.57
194,0,1276,7386,0,4,142,8557,8556,8574,7386,8572,15.435
195,0,571,7366,0,0,179,7870,7870,7887,7366,7886,14.2
196,5,1104,7379,0,0,64,8534,8534,8551,7379,8550,15.396
197,1,1478,7146,0,0,11,8577,8577,8595,7148,8594,15.475
198,0,1476,6953,0,2,120,8332,8332,8350,6955,8349,15.034
199,2,1378,6760,0,2,204,7904,7904,7921,6762,7920,14.261
200,2,1105,6752,0,3,152,7903,7901,7920,6754,7917,14.256
201,0,1744,6307,0,0,63,7904,7904,7921,6310,7920,14.261
202,0,1776,6287,0,8,199,8073,8073,8090,6290,8089,14.566
203,3,1142,6504,0,0,192,7669,7669,7686,6507,7685,13.838
204,2,1351,6659,0,4,118,7774,7774,7791,6662,7790,14.027
205,2,1212,6910,0,0,111,8233,8233,8250,6913,8249,14.854
206,0,1212,7306,0,1,198,8122,8122,8139,7309,8138,14.654
207,4,615,7517,0,1,184,7968,7968,7985,7520,7984,14.377
208,0,900,7470,0,0,127,8352,8352,8369,7473,8368,15.068
209,2,1543,6916,0,0,0,8353,8353,8370,6919,8369,15.07
210,4,2029,6861,0,2,29,8924,8924,8941,6864,8940,16.098
211,0,2022,7240,0,0,86,9337,9337,9354,7243,9353,16.842
212,0,2553,7637,0,0,78,10268,10268,10285,7640,10284,18.518
213,4,2419,7935,0,1,93,10406,10405,10423,7938,10421,18.765
214,7,2208,8357,0,5,86,10428,10424,10445,8360,10440,18.799
215,12,2407,8600,0,0,113,11017,11017,11034,8603,11033,19.867
216,7,3004,8620,0,0,8,11566,11566,11583,8623,11582,20.855
217,10,3099,9029,0,3,205,11924,11924,11941,9032,11940,21.5
218,5,3199,8624,0,0,26,11593,11593,11610,8627,11609,20.904
219,0,3107,8682,0,1,75,11702,11701,11719,8685,11717,21.098
225,6,6142,6792,0,1,36,12968,12967,12985,6796,12983,23.378
226,5,6546,6713,0,0,38,13262,13262,13277,6717,13276,23.906
227,4,6713,6715,0,2,75,13435,13435,13450,6717,13449,24.217
228,0,6088,7156,0,4,266,13283,13281,13298,7158,13295,23.94
229,0,6027,7012,0,3,135,12825,12825,12840,7014,12839,23.119
230,0,5514,6909,0,0,71,12335,12335,12350,6911,12349,22.236
234,2,4822,6607,0,0,47,11478,11477,11492,6608,11490,20.69
235,3,4549,6846,0,3,124,11508,11505,11522,6847,11518,20.74
236,78,3978,6959,0,0,47,11062,11062,11076,6960,11075,19.942
237,0,3878,6674,0,0,83,10635,10635,10650,6675,10649,19.175
240,0,1812,8706,0,1,184,10547,10547,10563,8708,10562,19.019
242,0,2910,8241,0,0,1,11102,11102,11118,8243,11117,20.018
243,5,2956,7973,0,4,47,10945,10945,10961,7975,10960,19.735
244,1,2964,7895,0,1,98,10844,10843,10860,7897,10858,19.552
246,2,2940,8478,0,5,246,11207,11205,11223,8480,11220,20.203
247,0,2192,8955,0,1,269,10554,10554,10570,8957,10569,19.031
248,0,978,9183,0,2,135,10104,10104,10120,9185,10119,18.221
249,0,621,9191,0,0,154,9473,9473,9489,9193,9488,17.085
250,0,0,9037,0,0,0,9037,9037,9052,9038,9051,16.298
251,0,0,9037,0,0,0,9037,9037,9052,9038,9051,16.298
252,5,672,9013,0,0,0,9616,9616,9631,9014,9630,17.34
253,0,1092,8939,0,0,0,10030,10030,10045,8940,10044,18.086
254,0,1092,8831,0,10,91,9864,9864,9879,8832,9878,17.787
255,0,714,9354,0,2,165,9777,9777,9792,9355,9791,17.63
256,0,0,9354,0,0,149,9503,9503,9518,9355,9517,17.137
257,0,0,9281,0,0,0,9281,9281,9296,9282,9295,16.737
258,0,0,8645,0,0,0,8645,8645,8660,8646,8659,15.592
259,0,0,8279,0,0,0,8279,8279,8294,8280,8293,14.933
260,2,855,8070,0,0,0,8797,8797,8812,8072,8811,15.866
261,5,2059,7898,0,0,0,9608,9608,9623,7900,9622,17.326
262,0,2256,7548,0,0,0,9802,9802,9817,7550,9816,17.675
263,4,1898,7712,0,1,127,9546,9546,9561,7714,9560,17.214
264,0,1840,7869,0,0,74,9631,9631,9646,7871,9645,17.367
265,1,1731,7975,0,7,224,9411,9411,9426,7977,9425,16.971
266,2,1318,8018,0,1,142,9314,9314,9328,8020,9327,16.795
267,3,1790,7759,0,4,94,9573,9573,9587,7761,9586,17.261
269,0,2831,6026,0,0,13,8870,8870,8883,6027,8882,15.994
270,0,2888,6372,0,0,136,9158,9158,9171,6373,9170,16.512
271,0,2562,6743,0,1,69,9375,9375,9388,6744,9387,16.903
272,8,2300,7264,0,1,160,9523,9523,9536,7265,9535,17.169
273,5,2393,7450,0,0,92,9646,9646,9659,7451,9658,17.391
275,10,2688,7820,0,0,103,10454,10454,10467,7821,10466,18.846
276,0,2536,7158,0,1,92,9723,9723,9736,7159,9735,17.529
278,3,2693,6550,0,0,103,9233,9233,9246,6551,9245,16.647
279,6,3162,6188,0,0,53,9360,9360,9373,6189,9372,16.876
281,2,2766,7470,0,4,201,9816,9816,9828,7471,9827,17.695
282,0,2313,7978,0,1,164,9912,9912,9924,7979,9923,17.868
283,2,1256,8736,0,0,288,9958,9958,9970,8737,9969,17.951
284,3,1470,8718,0,3,92,10220,10220,10232,8719,10231,18.423
285,2,1492,8646,0,0,94,10107,10107,10119,8647,10118,18.219
286,6,1572,8938,0,3,123,10524,10524,10536,8939,10535,18.97
287,3,1428,9334,0,2,133,10563,10563,10575,9335,10574,19.04
288,0,798,9660,0,0,175,10485,10485,10497,9661,10496,18.9
289,0,869,10044,0,0,100,10887,10887,10898,10044,10897,19.622
290,0,741,10044,0,0,44,10829,10829,10840,10044,10839,19.517
291,0,735,10412,0,1,136,10785,10785,10796,10412,10795,19.438
292,6,686,10538,0,0,95,11224,11224,11235,10538,11234,20.229
293,5,1394,9892,0,0,0,11149,11149,11160,9892,11159,20.094
294,4,1833,9750,0,0,80,11583,11583,11594,9750,11593,20.875
295,0,1876,9631,0,2,204,11324,11324,11335,9631,11334,20.409
296,0,1047,9810,0,4,150,10790,10790,10801,9810,10800,19.447
297,0,381,10082,0,0,153,10434,10434,10445,10082,10444,18.806
298,0,0,9974,0,0,81,10055,10055,10066,9974,10065,18.124
299,1,110,9880,0,0,0,9880,9880,9891,9880,9890,17.809
300,0,843,9510,0,0,0,10338,10338,10349,9510,10348,18.633
301,0,915,9159,0,0,0,10074,10074,10085,9159,10084,18.158
302,0,915,8700,0,0,41,9533,9533,9544,8700,9543,17.184
303,0,48,8904,0,2,242,9160,9159,9171,8904,9169,16.51
304,0,0,8822,0,0,0,8822,8822,8833,8822,8832,15.903
305,0,0,8212,0,0,0,8212,8212,8223,8212,8222,14.805
306,0,0,7950,0,0,0,7950,7950,7961,7950,7960,14.333
