second,target_syn_sent,target_established,target_time_wait,target_close_wait,target_fin_wait1,target_fin_wait2,target_total_sockets,target_distinct_local_ports,host_total_tcp_sockets,host_total_time_wait,ephemeral_ports_in_use,ephemeral_util_pct
60,4,913,6632,0,0,0,7547,7547,7564,6633,7563,13.618
61,1,1100,6940,0,4,0,8013,8013,8030,6941,8029,14.458
62,3,953,7513,0,0,0,8416,8416,8433,7514,8432,15.183
63,2,892,7666,0,1,0,8538,8538,8555,7667,8554,15.403
64,6,943,7853,0,1,0,8766,8765,8783,7854,8781,15.812
65,0,1032,7728,0,0,0,8751,8751,8768,7729,8767,15.786
66,8,1101,7696,0,4,0,8741,8737,8758,7697,8753,15.761
67,5,1060,7300,0,2,0,8246,8246,8263,7301,8262,14.877
68,0,1286,7034,0,0,0,8320,8320,8337,7035,8336,15.01
69,0,1484,7540,0,10,0,8622,8622,8639,7541,8638,15.554
70,0,866,7900,0,0,0,8542,8542,8559,7901,8558,15.41
71,0,284,7690,0,0,0,7928,7928,7945,7691,7944,14.304
72,0,0,7692,0,0,0,7692,7692,7709,7693,7708,13.88
73,1,474,7408,0,0,0,7612,7612,7629,7410,7628,13.735
74,1,779,7082,0,0,0,7704,7704,7720,7083,7719,13.899
75,2,1099,6854,0,0,0,7953,7953,7969,6855,7968,14.348
76,4,1188,7252,0,0,0,8130,8130,8146,7253,8145,14.666
77,4,952,7020,0,5,0,7927,7923,7943,7021,7938,14.294
78,4,570,7520,0,29,0,8039,8039,8055,7521,8054,14.503
79,3,806,7612,0,0,0,8418,8414,8434,7613,8429,15.178
80,0,809,7992,0,0,0,8584,8584,8600,7993,8599,15.484
81,0,557,8244,0,1,0,8585,8584,8601,8245,8599,15.484
82,0,244,8584,0,4,0,8588,8584,8604,8585,8599,15.484
83,0,0,8430,0,0,0,8430,8430,8446,8431,8445,15.207
84,0,0,7948,0,0,0,7948,7948,7964,7949,7963,14.339
85,2,363,7622,0,0,0,7906,7906,7922,7623,7921,14.263
86,2,920,7398,0,0,0,8319,8319,8335,7399,8334,15.007
87,1,962,7608,0,0,0,8524,8524,8540,7609,8539,15.376
88,4,947,7874,0,0,0,8630,8630,8646,7875,8645,15.567
89,0,608,8382,0,1,0,8627,8626,8643,8383,8641,15.56
90,5,414,8626,0,0,0,8836,8836,8852,8627,8851,15.938
91,1,920,8421,0,0,0,9073,9073,9089,8422,9088,16.364
92,2,1009,7994,0,1,0,9005,9005,9021,7995,9020,16.242
93,2,1030,8027,0,6,0,8988,8986,9004,8028,9001,16.208
94,4,833,8108,0,2,0,8918,8918,8934,8109,8933,16.085
95,1,966,8068,0,1,0,8945,8945,8961,8069,8960,16.134
96,0,1020,7836,0,0,0,8856,8856,8872,7837,8871,15.974
97,1,1243,7896,0,0,0,9029,9029,9045,7897,9044,16.285
98,0,1288,7936,0,0,0,9224,9224,9240,7937,9239,16.636
99,0,1357,7989,0,4,0,9340,9337,9356,7990,9352,16.84
100,1,1099,7877,0,4,0,8828,8826,8844,7878,8841,15.92
101,0,940,8032,0,0,0,8878,8878,8894,8033,8893,16.013
102,1,1039,8252,0,2,0,9254,9254,9269,8252,9268,16.689
103,0,1072,8738,0,0,0,9598,9598,9613,8738,9612,17.308
104,1,984,8766,0,0,0,9751,9751,9766,8766,9765,17.584
105,1,928,9098,0,1,0,9941,9941,9956,9098,9955,17.926
106,5,541,9168,0,1,0,9673,9673,9688,9168,9687,17.443
107,2,693,9268,0,0,0,9802,9802,9817,9268,9816,17.675
108,1,873,8708,0,4,0,9537,9537,9552,8708,9551,17.198
109,1,940,8870,0,0,0,9793,9793,9808,8870,9807,17.659
110,5,1066,8830,0,2,0,9731,9731,9747,8830,9746,17.549
111,2,1093,8830,0,0,0,9805,9805,9821,8830,9820,17.683
112,0,909,9220,0,0,0,9916,9916,9932,9220,9931,17.882
113,0,590,9659,0,2,0,9918,9916,9934,9660,9931,17.882
114,0,226,9916,0,1,0,9917,9916,9933,9917,9931,17.882
115,0,0,9916,0,0,0,9916,9916,9932,9918,9931,17.882
116,0,388,9660,0,0,0,10048,10048,10064,9662,10063,18.12
117,2,729,9660,0,0,0,10231,10231,10247,9662,10246,18.45
118,2,1114,9320,0,0,0,10290,10290,10307,9322,10306,18.558
119,0,1368,8698,0,3,0,10069,10061,10085,8700,10076,18.144
120,1,1024,9374,0,0,0,10398,10398,10414,9376,10413,18.75
121,4,1058,9458,0,0,0,10504,10504,10520,9460,10519,18.941
122,2,1246,9460,0,0,0,10606,10606,10622,9462,10621,19.125
123,0,1184,9059,0,3,0,10246,10245,10262,9061,10260,18.475
124,0,992,9456,0,0,0,10418,10418,10434,9458,10433,18.786
125,0,1050,9518,0,0,0,10400,10400,10416,9520,10415,18.754
126,0,630,9773,0,2,0,10244,10242,10260,9775,10257,18.469
127,0,0,9788,0,0,0,9788,9788,9804,9790,9803,17.652
128,0,176,9422,0,0,0,9575,9575,9591,9424,9590,17.268
129,0,176,9252,0,0,0,9428,9428,9444,9254,9443,17.004
130,0,176,8662,0,0,0,8690,8690,8706,8664,8705,15.675
131,1,461,8208,0,0,0,8473,8473,8489,8210,8488,15.284
132,2,783,8012,0,0,0,8539,8539,8555,8014,8554,15.403
133,0,796,7714,0,0,0,8490,8490,8506,7716,8505,15.315
134,11,344,7690,0,0,0,8034,8034,8050,7692,8049,14.494
135,3,412,7484,0,0,0,7748,7748,7763,7486,7762,13.977
136,1,710,7278,0,0,0,7701,7701,7716,7280,7715,13.892
137,0,776,7095,0,0,0,7783,7783,7797,7097,7796,14.038
138,7,923,7108,0,4,0,8042,8041,8056,7110,8054,14.503
139,0,886,6933,0,1,0,7812,7811,7826,6935,7824,14.088
140,0,852,7230,0,2,0,7504,7504,7517,7232,7516,13.534
141,0,28,7230,0,0,0,7258,7258,7271,7232,7270,13.091
142,8,54,6686,0,0,0,6686,6686,6699,6688,6698,12.061
143,5,617,6194,0,0,0,6533,6533,6545,6196,6544,11.784
144,0,1064,5916,0,0,0,6928,6928,6940,5917,6939,12.495
145,0,1053,5990,0,3,0,6936,6936,6947,5990,6946,12.507
146,0,844,6478,0,1,0,6936,6936,6947,6478,6946,12.507
147,0,166,6936,0,0,0,6936,6936,6947,6936,6946,12.507
148,0,0,6880,0,0,0,6880,6880,6891,6880,6890,12.407
149,4,245,6844,0,0,0,6844,6844,6855,6844,6854,12.342
150,0,640,6070,0,0,0,6586,6586,6597,6070,6596,11.877
151,0,640,5824,0,0,0,6464,6464,6475,5824,6474,11.658
152,0,514,6028,0,0,0,6274,6274,6285,6028,6284,11.315
153,1,332,6028,0,0,0,6071,6071,6082,6028,6081,10.95
154,0,332,5305,0,0,0,5637,5637,5648,5305,5647,10.168
155,0,332,5270,0,0,0,5602,5602,5613,5270,5612,10.105
156,4,608,4870,0,0,0,5161,5161,5172,4870,5171,9.311
158,59,1140,4806,0,0,0,5946,5946,5957,4806,5956,10.725
159,1,1313,4994,0,0,0,6201,6201,6212,4994,6211,11.184
160,0,1418,5190,0,0,0,6608,6608,6619,5190,6618,11.917
161,0,1257,5766,0,0,0,7023,7023,7034,5766,7033,12.664
162,2,1420,5870,0,0,0,7292,7292,7303,5870,7302,13.148
163,0,1152,5901,0,6,0,7059,7057,7070,5901,7067,12.725
164,12,1378,6091,0,0,0,7396,7396,7407,6091,7406,13.336
165,12,1469,6186,0,0,0,7584,7584,7595,6186,7594,13.674
166,2,1603,6186,0,0,0,7791,7791,7802,6186,7801,14.047
167,1,2077,6469,0,3,0,8061,8061,8072,6469,8071,14.533
168,2,1554,6846,0,3,0,8178,8177,8189,6846,8187,14.742
169,3,1210,7424,0,0,0,8281,8281,8292,7424,8291,14.929
170,2,1053,7026,0,5,0,7895,7895,7906,7026,7905,14.234
171,0,658,7440,0,0,0,7930,7930,7941,7440,7940,14.297
172,0,490,7930,0,0,0,7930,7930,7941,7930,7940,14.297
173,0,0,7930,0,0,0,7930,7930,7941,7930,7940,14.297
174,1,111,7930,0,0,0,7930,7930,7941,7930,7940,14.297
175,4,410,7790,0,0,0,8059,8059,8070,7790,8069,14.53
176,2,814,7396,0,2,1,8198,8198,8209,7396,8208,14.78
177,0,810,7000,0,0,0,7744,7744,7755,7000,7754,13.962
178,0,434,7666,0,1,0,7745,7744,7756,7666,7754,13.962
179,0,0,7744,0,0,0,7744,7744,7755,7744,7754,13.962
180,0,0,7744,0,0,0,7744,7744,7755,7744,7754,13.962
181,0,0,7668,0,0,0,7668,7668,7679,7668,7678,13.826
182,0,0,7288,0,0,0,7288,7288,7299,7288,7298,13.141
183,0,0,7104,0,0,0,7104,7104,7115,7104,7114,12.81
184,2,172,7104,0,0,0,7278,7278,7289,7104,7288,13.123
185,0,913,6980,0,0,0,7697,7697,7708,6980,7707,13.878
186,3,1294,6786,0,0,0,8082,8082,8093,6786,8092,14.571
187,0,1565,6926,0,1,0,8419,8419,8430,6926,8429,15.178
188,4,1403,7308,0,7,0,8568,8568,8579,7308,8578,15.446
189,1,1428,7446,0,0,0,8838,8838,8849,7446,8848,15.932
190,1,1198,7600,0,0,0,8798,8798,8809,7600,8808,15.86
191,1,812,7754,0,0,0,8566,8566,8577,7754,8576,15.443
192,2,915,7824,0,9,0,8495,8495,8506,7824,8505,15.315
193,0,563,8173,0,0,0,8473,8473,8484,8173,8483,15.275
194,0,300,7650,0,0,0,7880,7880,7891,7650,7890,14.207
195,12,481,7674,0,0,0,8073,8073,8084,7674,8083,14.555
196,1,736,7580,0,0,0,8294,8294,8305,7580,8304,14.953
197,4,792,7462,0,0,0,8256,8256,8267,7462,8266,14.884
198,1,591,7039,0,1,0,7458,7458,7469,7039,7468,13.447
199,2,910,6510,0,0,0,7322,7322,7333,6510,7332,13.202
200,3,1104,6364,0,1,0,7468,7468,7479,6364,7478,13.465
201,24,1066,6532,0,0,0,7436,7436,7447,6532,7446,13.408
202,0,700,6532,0,0,0,7232,7232,7243,6532,7242,13.04
203,3,563,6910,0,1,0,7385,7385,7396,6910,7395,13.316
204,1,645,6910,0,0,0,7556,7556,7567,6910,7566,13.624
205,0,808,6910,0,0,0,7718,7718,7729,6910,7728,13.916
206,0,726,7418,0,8,0,7721,7718,7732,7418,7728,13.916
207,0,162,7618,0,1,0,7618,7618,7629,7618,7628,13.735
208,6,650,6916,0,0,0,7464,7464,7475,6916,7474,13.458
209,0,1052,6882,0,0,0,7910,7910,7921,6882,7920,14.261
210,2,1054,7290,0,0,0,8344,8344,8355,7290,8354,15.043
211,0,1214,7715,0,0,0,8693,8693,8704,7715,8703,15.671
212,2,1065,8096,0,0,0,9163,9162,9174,8096,9172,16.516
213,0,1082,8415,0,0,0,9474,9474,9485,8415,9484,17.078
214,2,906,8749,0,0,0,9657,9657,9668,8749,9667,17.407
215,5,1187,9015,0,1,0,10203,10203,10214,9015,10213,18.39
216,9,1277,9383,0,1,0,10443,10443,10454,9383,10453,18.822
217,3,1444,9397,0,0,0,10707,10707,10718,9397,10717,19.298
218,1,1387,8941,0,0,0,10286,10286,10297,8941,10296,18.54
219,75,1191,9390,0,7,0,10438,10438,10449,9390,10448,18.813
220,1,1289,8743,0,0,0,10023,10023,10034,8744,10033,18.066
221,5,1239,8790,0,0,0,9970,9970,9981,8791,9980,17.971
222,7,1528,8784,0,0,0,10120,10120,10131,8785,10130,18.241
225,5,1748,8466,0,0,0,10219,10219,10230,8467,10229,18.419
226,0,2027,8320,0,0,0,10347,10347,10358,8321,10357,18.65
227,0,2328,8320,0,0,0,10648,10648,10659,8321,10658,19.192
230,0,3156,7614,0,3,0,10538,10535,10549,7615,10545,18.988
231,1,2941,7729,0,4,0,10671,10671,10682,7730,10681,19.233
232,0,2890,7905,0,0,0,10609,10609,10620,7906,10619,19.121
233,0,2742,8785,0,9,0,10573,10571,10584,8786,10581,19.053
234,0,1394,9181,0,4,0,10579,10576,10590,9182,10586,19.062
235,1,895,9990,0,2,0,10759,10759,10770,9991,10769,19.391
236,11,1189,9702,0,0,0,10654,10654,10665,9703,10664,19.202
237,4,1514,9564,0,0,0,11078,11078,11089,9565,11088,19.966
238,0,1252,9835,0,1,0,11088,11087,11099,9836,11097,19.982
239,0,817,10466,0,0,0,11229,11229,11240,10467,11239,20.238
240,11,579,10334,0,6,0,10924,10924,10935,10335,10934,19.688
241,4,1001,10430,0,0,0,11030,11030,11041,10431,11040,19.879
242,0,1190,9928,0,0,0,11019,11019,11030,9929,11029,19.86
243,0,744,10122,0,2,0,10859,10858,10871,10123,10869,19.571
244,0,564,10308,0,0,0,10434,10434,10446,10309,10445,18.808
245,0,0,10200,0,0,0,10200,10200,10211,10201,10210,18.385
246,0,0,10088,0,0,0,10088,10088,10099,10089,10098,18.183
247,0,0,9718,0,0,0,9718,9718,9729,9719,9728,17.517
248,0,0,9328,0,0,0,9328,9328,9339,9329,9338,16.815
249,1,156,8736,0,0,0,8736,8736,8747,8737,8746,15.749
250,7,694,8359,0,0,0,8748,8748,8758,8359,8757,15.768
251,0,728,8118,0,0,0,8782,8782,8792,8118,8791,15.83
252,0,554,8314,0,0,0,8720,8720,8730,8314,8729,15.718
253,0,0,8522,0,0,0,8522,8522,8532,8522,8531,15.361
254,0,0,8214,0,0,0,8214,8214,8224,8214,8223,14.807
255,0,0,8140,0,0,0,8140,8140,8150,8140,8149,14.674
256,0,0,8000,0,0,0,8000,8000,8010,8000,8009,14.422
257,1,98,8000,0,0,0,8099,8099,8109,8000,8108,14.6
258,6,715,7878,0,0,0,8583,8583,8593,7878,8592,15.471
259,0,1165,7916,0,0,0,9081,9081,9091,7916,9090,16.368
260,4,1137,8109,0,2,0,9252,9251,9262,8109,9260,16.674
261,3,1093,7929,0,1,0,9022,9022,9032,7929,9031,16.262
262,2,894,7963,0,0,0,8709,8709,8719,7963,8718,15.698
263,2,898,7279,0,0,0,8179,8179,8189,7279,8188,14.744
264,3,808,7079,0,0,0,7890,7890,7900,7079,7899,14.223
265,0,1089,6014,0,0,0,7103,7103,7113,6014,7112,12.806
266,5,1323,6234,0,0,0,7418,7418,7428,6234,7427,13.374
268,0,1887,5522,0,0,0,7277,7277,7290,5525,7289,13.125
269,1,1952,5641,0,3,0,7448,7447,7461,5644,7459,13.431
270,1,1245,6058,0,2,0,7291,7291,7304,6061,7303,13.15
271,0,829,6592,0,0,0,7303,7303,7316,6595,7315,13.172
272,5,1264,6612,0,6,0,7759,7757,7772,6615,7769,13.989
273,10,1201,6464,0,1,0,7675,7675,7688,6467,7687,13.842
274,2,1445,6224,0,0,0,7567,7567,7580,6227,7579,13.647
275,1,1420,6676,0,5,0,7818,7818,7831,6679,7830,14.099
276,2,1262,6731,0,0,0,7995,7995,8008,6734,8007,14.418
277,0,917,7579,0,4,0,8500,8496,8513,7582,8508,15.32
278,5,1130,7780,0,0,0,8915,8915,8928,7783,8927,16.075
279,0,1370,7842,0,0,0,9150,9150,9163,7845,9162,16.498
280,5,1308,8590,0,0,0,9456,9446,9469,8593,9458,17.031
281,5,822,8826,0,4,0,9513,9513,9526,8829,9525,17.151
282,0,745,8866,0,0,0,9611,9611,9624,8869,9623,17.328
283,2,1033,8635,0,0,0,9670,9665,9683,8638,9677,17.425
284,0,931,9294,0,0,0,10044,10044,10057,9297,10056,18.107
285,0,750,9304,0,0,0,10044,10044,10057,9307,10056,18.107
286,1,660,10041,0,0,0,10536,10536,10549,10044,10548,18.993
287,0,494,10044,0,0,0,10538,10538,10551,10047,10550,18.997
288,0,408,10252,0,0,0,10538,10538,10551,10255,10550,18.997
289,0,208,10431,0,0,0,10504,10504,10517,10434,10516,18.936
290,5,769,10056,0,0,0,10487,10487,10500,10059,10499,18.905
291,1,953,9711,0,0,0,10568,10568,10581,9714,10580,19.051
292,2,1187,9397,0,25,0,10386,10386,10399,9400,10398,18.723
293,0,1238,9632,0,0,0,10368,10368,10381,9635,10380,18.691
294,0,444,9876,0,0,0,10150,10150,10163,9879,10162,18.298
295,0,14,10026,0,1,0,10027,10026,10040,10029,10038,18.075
296,0,0,9852,0,0,0,9852,9852,9865,9855,9864,17.762
297,1,177,9450,0,0,0,9622,9622,9632,9453,9631,17.342
298,4,582,9444,0,0,0,9896,9896,9906,9444,9905,17.836
299,0,610,9311,0,0,0,9921,9921,9931,9311,9930,17.881
300,0,376,8490,0,1,0,8706,8706,8716,8490,8715,15.693
301,0,0,8144,0,0,0,8144,8144,8154,8144,8153,14.681
302,0,0,8050,0,0,0,8050,8050,8060,8050,8059,14.512
303,0,0,7584,0,0,0,7584,7584,7596,7586,7595,13.676
