second,scheduled_tasks,started_tasks,conn_created,conn_ready,conn_failed,conn_closed,active_connecting,active_ready,waiting_for_server,find_input_ops,remove_ops,insert_ops,find_output_ops,failed_ops,combined_ops,in_flight_tasks,ephemeral_ports,time_wait,handles,threads,cpu_pct,working_set_bytes
21,0,399,284,288,0,345,54,1296,54,288,273,237,228,0,1026,1584,2607,1,24991,3257,29.96,680103936
22,944,189,235,217,0,200,76,1289,78,217,224,259,274,0,974,1581,2638,1,24745,3289,33.88,666279936
23,450,213,286,279,0,261,73,1328,71,279,330,306,302,0,1217,1560,2622,1,26076,3294,37.8,684457984
24,570,383,251,275,0,360,57,1264,66,275,248,271,281,0,1075,1542,2415,1,24198,3129,31.33,662020096
25,607,257,257,256,0,249,59,1241,72,255,242,242,242,1,981,1567,2464,1,26071,3130,37.82,680042496
26,280,166,297,277,0,168,70,1276,69,277,248,243,243,0,1011,1574,2522,1,25226,3152,36.06,673972224
27,194,381,265,294,0,401,73,1304,60,295,316,315,312,0,1238,1548,2573,1,25110,3321,34.58,668680192
28,356,252,283,255,0,232,69,1256,49,254,226,233,237,0,950,1547,2448,1,25891,3072,33.34,686702592
29,137,330,291,129,0,300,215,1233,193,113,253,253,253,0,872,1668,2489,1,25070,3122,37.17,692805632
30,341,32,189,356,0,58,202,1320,77,352,289,289,276,0,1206,1572,2355,1,24420,3168,47.55,671387648
31,488,395,241,262,0,474,97,1399,96,283,252,251,264,1,1050,1552,2835,1,26702,3567,39.86,709857280
32,483,227,290,283,0,205,57,1185,52,279,274,274,274,0,1101,1529,2173,1,24777,2831,30.91,696758272
33,0,354,307,311,0,309,60,1366,57,309,252,252,252,0,1065,1646,2573,1,24404,3215,32.77,697868288
34,272,193,266,229,0,130,66,1288,68,235,263,251,238,0,987,1610,2551,1,24087,3191,35.6,694120448
35,100,251,245,250,0,308,113,1286,116,250,236,246,259,0,991,1595,2674,1,26102,3310,30.84,719523840
36,134,257,246,251,0,301,45,1292,44,251,328,326,325,0,1230,1564,2478,1,25744,3221,38.65,724434944
37,859,358,297,290,0,357,55,1238,55,287,256,260,261,0,1064,1574,2446,1,24061,3156,30.56,730939392
38,293,791,22,47,0,212,47,1136,665,50,89,81,81,0,301,2081,2276,1,26114,3054,34.77,728817664
39,0,16,728,233,0,34,685,1145,668,228,275,281,281,0,1065,2085,2683,1,29533,4125,29.26,726503424
40,112,12,97,340,0,10,518,1475,203,335,133,132,116,0,716,2067,0,0,0,0,0,0
41,295,23,264,289,0,371,274,1631,265,294,415,418,433,0,1560,2067,3560,1,34487,4611,31.52,803680256
42,485,582,254,378,0,424,262,1386,206,382,76,76,77,0,611,1875,2625,1,31693,3568,35.56,798171136
43,0,47,232,245,0,46,129,1556,96,244,313,310,306,0,1173,1901,3006,1,33165,3679,43.02,841007104
44,341,51,199,283,0,343,131,1659,92,284,417,419,414,0,1534,1874,3457,1,37457,4232,38.73,882511872
45,0,539,263,269,0,467,47,1488,53,225,190,182,190,0,787,1668,2638,1,34863,3348,34.88,900816896
46,464,136,227,211,0,208,68,1370,112,256,400,409,410,0,1475,1664,2670,1,25621,3350,32.53,907620352
47,545,275,264,275,0,384,116,1313,121,275,278,278,278,0,1109,1592,2640,1,26984,3437,31.25,914558976
48,245,249,256,265,0,260,61,1188,66,253,275,273,272,1,1073,1500,2223,1,26469,2927,35.57,917417984
49,1155,517,219,211,0,366,63,1238,153,223,196,197,198,0,814,1615,2337,0,23954,3017,38.37,872456192
50,220,82,345,300,0,100,224,1232,213,300,277,250,219,0,1046,1664,2170,0,25247,3096,35.96,859013120
51,658,12,217,255,0,18,115,1469,88,255,231,231,262,0,979,1598,2694,0,25991,3457,43.24,879964160
52,521,522,254,247,0,645,71,1469,50,246,332,358,358,1,1294,1595,2865,0,27654,3561,35.75,803454976
53,855,349,305,323,0,169,46,1234,45,320,110,110,110,0,650,1648,2352,0,27506,3044,32.39,812097536
54,298,116,254,220,0,178,85,1267,64,223,354,354,353,0,1284,1693,2443,0,25591,3164,35.09,800063488
55,833,173,229,279,0,269,79,1434,69,279,282,282,283,0,1126,1618,2730,0,26234,3456,30.73,812470272
56,153,380,271,258,0,377,60,1277,45,257,288,288,288,0,1121,1511,2567,0,25471,3261,31.23,816885760
57,416,98,273,250,0,131,56,1284,54,251,264,262,262,0,1039,1505,2411,0,27202,3113,42.43,808599552
58,304,470,263,273,0,431,52,1299,57,265,255,257,257,0,1034,1543,2534,0,25506,3218,29.86,812077056
59,0,127,247,240,0,121,54,1262,52,249,264,261,255,0,1029,1533,2352,0,23559,3062,42.73,805249024
60,405,398,270,179,0,390,130,1276,116,179,239,241,247,0,906,1540,2559,0,25339,3256,31.71,788570112
61,698,110,242,350,0,130,130,1249,88,350,277,271,270,0,1168,1514,2341,0,26172,3081,44.57,798027776
62,399,340,236,253,0,330,49,1306,44,251,239,246,247,0,983,1522,2614,0,25700,3328,33.92,792743936
63,746,341,352,240,0,290,126,1191,122,236,297,289,284,0,1106,1583,2340,0,24552,3042,37.28,784277504
64,522,185,261,263,0,171,160,1222,142,244,232,239,239,0,954,1607,2478,0,26291,3194,37.67,804282368
65,901,92,197,242,0,191,115,1340,79,265,287,287,287,0,1126,1569,2696,0,26827,3391,44.18,808693760
66,176,700,156,210,0,464,71,1309,254,212,155,156,161,0,684,1705,2591,0,26433,3329,28.92,801247232
67,185,222,449,176,0,82,387,1103,406,173,206,206,205,0,790,1845,2375,0,26117,3515,30.7,793538560
68,227,33,207,335,0,45,289,1393,173,332,234,234,235,0,1035,1848,2999,0,29179,3937,33.55,816099328
69,446,45,245,299,0,309,191,1500,164,305,389,353,342,0,1389,1835,3070,0,30850,4017,28.39,825577472
70,0,589,228,327,0,511,107,1382,68,327,110,146,157,0,740,1647,2651,0,29016,3419,41.15,819113984
71,267,199,267,209,0,76,111,1342,134,209,246,246,246,0,947,1782,2467,0,25564,3159,36.11,798326784
72,901,49,331,196,0,72,252,1465,208,193,323,278,263,0,1057,1797,3001,0,29036,3893,44.79,827998208
73,347,192,92,277,0,508,201,1517,33,274,365,398,411,1,1448,1743,3099,0,30249,3876,39.09,832217088
74,480,488,292,292,0,406,84,1225,93,298,246,257,259,0,1060,1513,2087,0,24298,2850,28.5,792043520
75,877,184,266,272,0,146,89,1258,81,272,195,195,195,0,857,1551,2432,0,27815,3140,35.65,815398912
76,490,305,237,247,0,248,45,1304,72,247,320,279,213,0,1059,1608,2509,0,25426,3221,41.82,823013376
77,0,754,23,0,0,343,23,1236,651,0,86,127,193,0,406,2019,2398,0,25043,3256,31.71,800444416
78,286,250,828,23,0,73,828,893,853,23,270,268,260,0,821,2215,2700,0,31243,4360,35.15,828940288
79,76,28,130,357,0,12,837,1188,302,355,115,117,115,0,702,2216,0,0,0,0,0,0
80,92,23,164,415,0,58,601,1545,339,417,175,127,136,0,855,2224,3738,1,36571,4960,33.91,881811456
81,0,612,120,217,0,639,350,1548,295,217,214,262,263,0,956,2179,3492,1,35530,4628,38.92,886464512
82,430,126,513,321,0,24,504,1420,456,319,122,115,114,0,670,2256,3345,1,37750,4499,32.23,926670848
83,0,12,26,403,0,29,445,1794,181,402,209,214,207,0,1032,2248,3507,1,38942,4614,41.01,944496640
84,501,68,292,147,0,374,236,1836,247,146,508,507,511,1,1672,2256,3955,1,41662,4909,37.89,993771520
85,0,209,104,277,0,368,260,1579,77,281,232,234,238,0,985,1930,3286,1,40073,4251,33.03,1008406528
86,186,774,151,40,0,332,156,1475,549,39,192,177,144,1,552,2212,2970,1,34801,4239,31.26,1005420544
87,0,51,463,150,0,48,556,1286,545,150,315,308,332,0,1105,2223,0,0,0,0,0,0
88,0,29,224,305,0,239,548,1352,400,290,219,240,249,0,998,2220,3312,1,35844,4858,36.41,1016938496
89,161,546,198,307,0,522,413,1486,208,323,155,154,154,1,786,2029,0,0,0,0,0,0
90,205,282,13,188,0,84,275,1241,622,184,273,273,273,0,1003,2251,2894,1,34653,4279,32.46,992391168
91,171,28,653,120,0,9,643,1352,641,119,134,134,131,0,518,2247,3416,1,39057,4846,31.25,1009164288
92,0,25,128,447,0,97,632,1718,168,452,187,175,176,0,990,2248,3800,1,36702,5018,30.72,1033641984
93,583,54,97,299,0,447,354,1702,96,299,391,397,397,0,1484,2175,3738,1,36651,4770,28.69,1026199552
94,353,457,188,282,0,649,128,1553,52,282,368,372,371,0,1393,1705,3159,1,34270,3990,36.8,1008865280
95,763,277,289,214,0,148,101,1335,75,208,230,232,234,0,904,1771,2540,1,24952,3300,34.64,965431296
96,0,138,300,248,0,162,144,1416,159,254,274,274,273,0,1075,1736,2853,1,27943,3608,35.23,936222720
97,414,203,159,296,0,452,144,1451,60,295,436,434,433,0,1598,1693,2976,1,30154,3760,35.64,964517888
98,119,409,283,276,0,362,63,1185,56,271,239,238,237,0,985,1507,2370,1,27029,3117,37.9,948301824
99,206,179,284,262,0,155,76,1221,64,267,250,252,253,0,1022,1575,2293,1,23143,3047,37.9,881692672
100,239,303,268,269,0,308,186,1244,162,270,229,229,232,0,960,1652,2546,1,25069,3294,32.18,886960128
101,0,247,287,267,0,222,70,1330,66,267,282,283,283,0,1115,1574,2443,1,24183,3194,35.45,877518848
102,0,294,252,274,0,298,88,1245,47,274,276,272,271,1,1093,1563,2613,1,26743,3362,28.76,879988736
103,699,266,279,289,0,231,51,1258,47,288,221,224,225,0,958,1567,2428,1,25687,3184,34.95,866271232
104,224,291,244,256,0,297,52,1280,53,256,266,266,266,0,1054,1600,2426,1,25462,3159,34.88,860078080
105,487,165,262,243,0,212,86,1252,74,244,281,272,272,0,1069,1568,2555,1,25995,3352,38.08,864870400
106,247,365,273,268,0,362,61,1260,51,268,294,303,302,0,1167,1548,2598,1,26073,3411,33.03,867913728
107,369,225,278,300,0,202,62,1249,62,298,262,262,263,0,1085,1540,2398,1,25405,3135,34.37,860344320
108,479,789,190,13,0,274,190,1238,597,15,97,91,91,0,294,2056,2608,1,28913,3972,32.51,854941696
109,0,26,469,246,0,27,608,1196,463,236,190,195,193,1,814,2057,2643,1,29458,4052,27.61,852574208
110,135,40,125,224,0,51,435,1386,297,233,219,209,209,0,870,2073,0,0,0,0,0,0
111,188,39,293,304,0,343,314,1508,291,302,418,401,380,0,1501,2045,3454,0,34414,4616,39.45,894693376
112,175,377,129,423,0,400,303,1524,38,426,72,95,117,0,710,1718,3083,0,30435,3809,33.77,874225664
113,253,191,272,222,0,181,132,1395,127,175,293,295,291,1,1054,1729,2578,0,29339,3294,33.64,882552832
114,851,88,251,233,0,248,119,1558,90,280,375,376,380,0,1411,1727,2997,0,28424,3799,36.86,901902336
115,522,466,212,219,0,479,77,1407,62,219,257,251,251,0,978,1581,2755,0,28880,3546,36.08,894742528
116,215,54,242,222,0,117,146,1224,160,206,293,299,300,0,1098,1556,2365,0,26353,3140,39.17,868622336
117,659,691,362,117,0,393,335,1299,357,133,228,228,215,0,804,1801,2635,0,29405,3453,35.38,892661760
118,175,36,207,335,0,21,344,1271,189,334,190,188,166,1,878,1809,2456,0,29237,3656,28.5,898031616
119,886,43,267,225,0,219,268,1362,247,222,261,262,297,0,1042,1826,2929,0,30254,4015,33.12,904310784
120,9,327,129,323,0,469,253,1279,58,323,277,277,277,0,1154,1632,2704,0,29107,3503,35.02,899194880
121,824,404,300,307,0,209,80,1245,54,305,119,119,119,0,662,1680,2463,0,25839,3204,34.54,851857408
122,593,75,261,189,0,56,147,1353,157,187,281,280,275,0,1023,1704,2612,0,26447,3378,35.37,865853440
123,182,171,210,316,0,358,120,1470,85,324,343,333,337,1,1337,1698,2991,0,28889,3736,38.31,879636480
124,222,370,214,220,0,451,52,1311,50,218,345,354,354,0,1271,1525,2459,0,27439,3190,38.71,870486016
125,232,396,240,248,0,244,41,1158,145,250,176,177,178,0,781,1583,2277,0,24767,3003,34.04,867377152
126,219,280,394,266,0,146,246,1204,241,258,181,172,171,1,782,1719,2217,0,25793,3260,31.95,841117696
127,100,55,258,193,0,52,211,1357,192,201,290,290,291,0,1072,1736,2811,0,28129,3789,32.7,844374016
128,559,129,163,352,0,406,222,1429,91,351,357,365,365,0,1438,1718,3048,0,29724,3965,38.81,855203840
129,0,1020,2,4,0,402,4,1290,670,5,37,37,36,0,115,2061,0,0,0,0,0,0
130,269,252,898,28,0,12,872,909,885,28,267,238,212,0,745,2301,2723,0,31152,4375,35.52,860839936
131,187,45,108,366,0,28,872,1247,314,312,121,142,166,0,741,2318,0,0,0,0,0,0
132,0,33,87,395,0,89,614,1553,365,422,69,77,80,0,648,2321,3858,0,37973,5182,33.53,901582848
133,277,39,296,250,0,326,369,1687,315,272,419,419,419,0,1529,2263,3809,0,37861,5035,43.57,929198080
134,399,104,117,445,0,219,351,1803,65,448,166,163,158,0,935,1979,3704,0,36832,4490,32.37,952152064
135,282,456,276,256,0,442,93,1703,97,237,287,290,295,0,1109,1932,3113,0,34870,3855,33.36,953704448
136,666,98,216,124,0,217,138,1576,118,144,423,416,408,0,1391,1906,3183,0,36973,3952,41.69,984117248
137,439,582,123,221,0,548,150,1457,219,222,197,200,203,0,822,1789,3007,0,30985,3793,33.42,959676416
138,250,410,217,33,0,114,222,1099,586,33,287,291,287,0,898,2092,2835,0,31527,4348,28.89,976953344
139,299,28,617,196,0,97,643,1120,620,196,279,240,232,1,947,2088,0,0,0,0,0,0
140,204,55,106,395,0,125,643,1385,178,362,73,108,124,0,667,2018,3162,0,34303,4568,44.82,985198592
141,189,46,131,343,0,329,371,1488,111,376,375,378,377,0,1506,1949,3134,0,33059,4428,38.64,993595392
142,342,648,220,356,0,434,142,1486,77,355,57,57,59,0,528,1877,2997,0,31610,3749,31.02,978669568
143,940,59,353,320,0,42,76,1599,80,303,241,241,241,0,1026,1909,2782,0,32678,3597,33.85,975704064
144,0,106,238,148,0,277,150,1647,140,158,395,395,395,0,1343,1935,3361,0,31211,4150,35.05,969166848
145,249,251,141,267,0,539,129,1482,47,272,487,473,468,0,1700,1723,2993,0,30895,3763,41.14,967495680
146,191,457,346,137,0,370,226,1198,209,140,246,259,264,0,909,1574,2292,0,29143,3054,33.78,959946752
147,845,80,246,284,0,41,212,1208,189,276,260,227,221,0,984,1567,2335,0,25070,3202,39.7,930066432
148,522,225,167,305,0,353,216,1315,71,313,238,272,278,0,1101,1562,2737,0,27378,3643,32.68,951132160
149,104,858,41,77,0,337,50,1160,580,77,72,72,72,0,293,1954,2159,0,26056,2978,36.81,942555136
150,447,254,858,141,0,38,777,1003,789,137,158,157,156,0,608,2171,2612,0,30242,4218,28.18,941219840
151,0,54,62,424,0,1,716,1426,185,417,102,103,104,0,726,2223,0,0,0,0,0,0
152,0,41,68,296,0,116,354,1657,338,304,242,242,242,0,1030,2253,3713,3,35906,4888,37.94,932401152
153,417,107,363,226,0,418,350,1628,310,221,361,361,361,0,1304,2143,3321,3,35129,4349,44.52,928088064
154,223,132,109,356,0,255,264,1612,55,359,287,287,287,0,1220,1838,3338,3,35159,4203,30.37,934367232
155,474,879,92,37,0,384,72,1519,570,42,228,94,67,0,431,2209,3084,3,30711,3849,37.5,886267904
156,276,96,492,1,0,51,563,1168,776,1,237,371,389,0,998,2268,3163,3,34656,4799,32.19,900493312
157,0,84,407,252,0,170,773,1204,451,248,177,177,185,0,787,2257,0,0,0,0,0,0
158,0,19,107,418,0,194,718,1424,150,417,162,125,111,0,815,2173,3425,3,35122,4688,42.76,914735104
159,292,110,67,336,0,328,408,1577,105,341,389,425,439,1,1594,1994,3378,3,34836,4473,36.41,911978496
160,1056,745,162,300,0,418,138,1579,300,300,16,16,17,0,349,2102,3234,3,34393,4060,33.25,941162496
161,384,276,593,20,0,33,574,1314,631,19,287,286,285,1,877,2351,3126,3,38422,4360,37.7,979476480
162,0,64,118,345,0,27,614,1619,302,337,145,140,135,0,757,2382,0,0,0,0,0,0
163,141,50,276,320,0,391,348,1767,309,329,460,406,410,0,1605,2406,3586,3,44493,4828,36.36,1098047488
164,338,103,104,255,0,473,315,1548,147,242,397,455,440,0,1534,2046,3441,3,43710,4607,28.2,1094053888
165,1188,245,170,305,0,182,203,1511,89,318,77,75,89,0,559,1761,2970,3,41846,3905,34.97,1114103808
166,254,509,224,113,0,455,142,1459,315,109,334,337,340,0,1120,1842,2893,3,28549,3690,33.55,1101012992
167,228,97,227,273,0,105,308,1279,249,272,279,279,278,0,1108,1783,2500,3,28616,3581,31.73,1103437824
168,68,31,310,302,0,157,289,1424,256,286,183,183,183,0,835,1782,3007,3,31474,4109,36.97,1108967424
169,435,367,198,249,0,585,106,1446,95,270,441,438,436,0,1585,1655,2993,3,28863,3820,35.3,1110196224
170,389,439,309,285,0,203,108,1170,85,271,109,111,114,5,605,1673,2131,3,26869,2915,42.58,1066180608
171,416,82,257,241,0,30,100,1392,109,251,257,254,253,0,1015,1735,2607,3,25486,3380,38.4,1054584832
172,187,100,242,230,0,309,121,1423,116,224,306,309,310,0,1149,1715,3004,3,29455,3871,29.6,1061564416
173,469,462,209,287,0,454,90,1327,43,293,275,274,274,0,1116,1523,2650,3,28775,3486,42.04,941441024
174,454,124,216,216,0,126,65,1225,80,211,321,294,282,0,1108,1528,2368,3,24294,3180,33.45,944885760
175,165,582,215,211,0,469,106,1294,195,216,162,185,196,0,759,1634,2609,3,26335,3440,29.88,796770304
176,155,642,610,16,0,83,610,967,811,16,180,168,167,0,531,2205,2723,3,35159,4410,32.84,759640064
177,251,26,310,322,0,15,807,1207,327,321,180,197,199,0,897,2204,0,0,0,0,0,0
178,0,51,55,434,0,4,598,1637,277,361,102,96,74,0,633,2251,0,0,0,0,0,0
179,275,443,177,193,0,566,268,1644,310,267,305,311,333,0,1216,2254,3633,3,36642,4877,34.36,822444032
180,182,229,455,304,0,136,358,1432,406,299,166,155,155,0,775,2221,3248,3,38040,4558,32.96,849092608
181,288,29,112,398,0,18,402,1812,143,402,120,131,131,0,784,2233,3497,3,38633,4603,57.88,863207424
182,216,309,269,68,0,387,269,1845,309,69,478,478,478,0,1503,2352,3499,0,41589,4761,34.02,922644480
183,212,91,327,306,0,340,352,1510,285,302,314,313,313,0,1242,2171,3435,0,42609,4510,31.03,986673152
184,320,59,51,320,0,226,296,1664,65,324,298,261,257,0,1140,1903,3383,0,42142,4306,41.77,1001103360
185,313,375,198,210,0,681,97,1553,89,204,468,506,510,0,1688,1742,2904,0,30739,3893,33.42,1006039040
186,702,433,342,333,0,212,56,1204,54,336,124,121,111,0,692,1653,2029,0,27947,2822,35.63,979075072
187,0,105,258,217,0,62,107,1358,164,215,297,288,298,1,1098,1697,2626,0,26014,3467,35.91,977039360
188,275,164,261,279,0,365,164,1427,147,283,353,358,358,0,1352,1697,2900,0,29403,3831,26.78,990470144
189,195,688,108,149,0,419,41,1291,335,150,153,158,158,0,619,1764,2613,0,27452,3411,33.23,958087168
190,0,769,61,0,0,101,61,1001,1045,0,59,59,55,0,173,2432,0,0,0,0,0,0
191,137,43,994,28,0,40,1043,901,1006,27,347,342,330,0,1046,2442,2956,0,34735,4865,29.01,967761920
192,0,74,136,320,0,44,1027,1165,390,291,80,80,96,0,547,2494,0,0,0,0,0,0
193,243,23,164,486,0,194,843,1456,348,488,151,157,157,0,953,2466,3743,0,39784,5375,39.45,930902016
194,0,250,185,357,0,299,568,1552,209,385,271,245,237,0,1138,2272,0,0,0,0,0,0
195,495,330,287,343,0,276,411,1582,140,343,182,176,165,1,866,2299,3700,0,38742,4638,35.28,963039232
196,0,31,86,241,0,39,294,1784,291,226,133,164,180,0,703,2317,3971,0,43445,5042,44.28,1051582464
197,218,111,329,173,0,455,308,1822,303,182,504,503,502,1,1691,2299,4002,0,43797,5099,29.15,1060134912
198,277,117,77,296,0,287,294,1544,96,300,380,364,328,0,1372,1932,3314,0,41956,4301,32.6,1061650432
199,458,281,182,246,0,534,113,1511,89,248,344,359,399,1,1350,1780,2770,0,30933,3863,41.09,1043292160
200,235,268,267,244,0,335,81,1223,79,236,319,318,300,0,1173,1533,2234,0,25641,3185,36.19,1004351488
201,535,274,263,293,0,217,45,1239,46,301,192,193,211,0,897,1514,2407,0,27324,3208,32.69,1003102208
202,302,298,291,260,0,268,77,1211,70,260,269,267,267,0,1063,1595,2495,0,26319,3270,34.55,998981632
203,244,241,198,211,0,203,85,1298,88,211,224,224,224,1,883,1590,2531,0,25497,3367,35.37,1004908544
204,284,320,265,264,0,245,238,1229,208,262,250,249,239,0,1000,1692,2350,0,26494,3338,42.53,1000550400
205,116,71,343,223,0,182,166,1318,159,219,331,324,307,0,1181,1692,2700,0,27434,3689,32.32,1010765824
206,432,504,117,259,0,486,144,1352,137,265,218,223,248,0,954,1564,2706,0,28288,3547,36.06,907894784
207,0,877,0,0,0,152,1,1041,907,0,39,43,45,0,127,2289,0,0,0,0,0,0
208,0,652,2,0,0,22,3,889,1561,0,26,26,26,0,78,2919,0,0,0,0,0,0
209,0,457,359,1,0,32,361,867,1965,1,185,185,185,0,556,3344,3678,0,44534,6413,27.35,963133440
210,295,56,942,1,0,39,1302,836,1793,1,261,257,255,0,774,3367,0,0,0,0,0,0
211,0,85,769,107,0,344,1964,797,1147,107,336,332,303,0,1078,3361,0,0,0,0,0,0
212,0,14,116,572,0,75,1964,1058,467,561,15,23,54,0,653,3102,3786,0,48955,6714,32,995524608
213,190,70,131,297,0,130,1507,1225,403,306,45,45,45,0,441,3052,0,0,0,0,0,0
214,88,4,183,472,0,19,1385,1678,304,471,1,1,1,0,474,2983,0,0,0,0,0,0
215,0,9,39,440,0,77,1053,2042,128,439,55,55,55,0,604,2967,0,0,0,0,0,0
216,0,551,87,356,0,242,652,2208,256,358,85,85,85,0,613,3216,5140,0,48862,6253,34.85,1112485888
217,0,203,10,267,0,45,383,2377,604,265,306,238,238,0,1047,3368,0,0,0,0,0,0
218,0,113,166,57,0,292,253,2379,766,52,398,460,456,0,1366,3367,0,0,0,0,0,0
219,121,109,509,70,0,465,674,2175,697,79,468,468,456,1,1471,3184,4924,0,55134,6691,30.59,1206534144
220,0,118,196,224,0,492,771,1746,306,218,486,491,507,0,1702,2827,0,0,0,0,0,0
221,0,19,20,270,0,426,646,1479,235,269,363,357,352,0,1341,2405,3696,0,50126,4983,32.91,1226309632
222,127,107,126,372,0,215,395,1584,223,379,285,269,272,0,1205,2050,3444,0,48940,4533,35.4,1264644096
223,234,343,266,193,0,466,242,1478,212,188,218,235,237,0,878,1941,2853,0,30833,3954,32.85,1242345472
224,289,14,221,351,0,85,263,1474,81,356,265,270,268,0,1159,1818,2862,0,28299,3760,36.75,1238437888
225,0,129,181,262,0,324,110,1564,82,259,392,389,378,0,1418,1779,3170,0,30303,3985,35.19,1242886144
226,806,610,241,200,0,524,90,1411,88,200,188,191,204,0,783,1638,2619,0,26989,3449,34.26,1236373504
227,192,713,74,111,0,114,52,1149,651,114,56,56,56,0,282,2237,2359,0,27735,3183,45.14,1210490880
228,0,302,423,16,0,60,423,1084,1000,16,275,269,268,0,828,2507,3175,0,35776,5004,32.38,1134280704
229,427,101,610,55,0,163,1008,1040,756,30,298,304,303,0,935,2509,3291,0,37575,5248,30.98,1071112192
230,0,7,174,409,0,194,977,1197,397,432,182,173,162,0,949,2380,0,0,0,0,0,0
231,205,17,206,482,0,116,743,1524,241,470,174,179,156,0,979,2231,3572,0,39218,4997,31.96,1059328000
232,0,144,136,458,0,261,467,1710,108,468,144,148,184,0,944,2131,3629,0,39121,4526,35.26,1058410496
233,486,390,209,278,0,318,144,1803,69,278,212,211,204,1,905,2140,3570,0,39025,4413,41.37,1061224448
234,226,106,306,168,0,93,214,1762,173,171,436,394,313,0,1314,2137,3588,0,33586,4463,28.95,980381696
235,251,179,136,288,0,665,214,1745,97,287,452,494,582,0,1815,2100,3253,0,34214,4194,33.42,984551424
236,652,302,202,218,0,446,88,1400,88,218,455,452,451,0,1576,1615,2873,0,32818,3670,31.61,985444352
237,220,329,259,301,0,368,109,1197,102,303,225,228,229,0,985,1496,2316,0,25314,3325,34.57,991850496
238,0,348,309,248,0,197,105,1124,99,246,155,155,155,0,711,1582,2150,0,25539,2974,32.35,984588288
239,318,142,245,243,0,144,124,1237,111,228,303,295,291,0,1117,1621,2441,0,26359,3248,45.69,958451712
240,313,474,270,295,0,376,123,1344,134,312,217,225,229,0,983,1677,2636,0,27174,3526,34.04,975470592
241,0,609,18,42,0,153,42,1142,673,42,105,101,99,0,347,2133,2697,0,30231,4090,34.69,964857856
242,260,83,683,107,0,30,683,1108,679,84,250,254,255,0,843,2186,0,0,0,0,0,0
243,0,27,184,417,0,111,611,1414,310,436,189,189,190,0,1004,2197,3415,0,35452,4899,32.8,882958336
244,284,74,196,291,0,205,361,1519,223,292,195,179,179,0,845,2092,3490,0,35594,4728,29.87,900214784
245,227,166,182,371,0,343,266,1528,129,374,297,313,313,0,1297,1941,3004,0,32927,3980,35.41,881659904
246,170,587,190,239,0,348,77,1586,206,239,133,133,133,0,638,2033,2988,0,33246,3823,41.29,885760000
247,0,585,69,27,0,176,75,1419,775,27,246,245,229,0,747,2456,0,0,0,0,0,0
248,161,76,656,47,0,104,692,1270,816,41,295,296,311,0,943,2486,3459,0,44012,5139,36.15,954843136
249,0,46,289,411,0,161,819,1475,423,409,212,210,182,0,1013,2404,0,0,0,0,0,0
