relative_second,wall_clock_unix_second,combined_conn_per_sec,combined_in_flight,combined_ops,combined_failed_ops
525,1784170043,301,3077,559,1153
526,1784170044,473,4900,178,1582
527,1784170045,743,5137,533,886
528,1784170046,1739,4677,685,1193
529,1784170047,2220,6497,334,220
530,1784170048,1901,7902,205,373
531,1784170049,1633,9330,293,351
532,1784170050,1340,9924,281,807
533,1784170051,1639,10907,156,276
534,1784170052,673,11093,159,819
535,1784170053,206,10848,147,868
536,1784170054,100,9439,153,1360
537,1784170055,634,9156,146,1303
538,1784170056,317,8013,181,1253
539,1784170057,616,6524,209,1711
540,1784170058,704,6267,213,1594
541,1784170059,567,3643,492,1762
542,1784170060,1784,4658,423,629
543,1784170061,2316,6632,96,318
544,1784170062,1703,7895,192,451
545,1784170063,1135,8494,173,789
546,1784170064,1957,10038,128,51
547,1784170065,1083,10530,241,892
548,1784170066,512,10280,196,1096
549,1784170067,993,10059,172,847
550,1784170068,467,9555,26,1446
551,1784170069,463,8703,0,1675
552,1784170070,163,3208,0,2513
553,1784170071,1341,5777,0,939
554,1784170072,1329,6579,0,1207
555,1784170073,1183,6575,0,922
556,1784170074,1768,7461,0,536
557,1784170075,1162,8215,0,78
558,1784170076,775,8508,0,1010
559,1784170077,1663,9410,0,497
560,1784170078,1089,9614,0,992
561,1784170079,656,9503,0,1160
562,1784170080,491,8964,0,1027
563,1784170081,452,8219,0,1661
564,1784170082,865,7058,0,1122
565,1784170083,515,6750,0,1295
566,1784170084,839,6016,0,1110
567,1784170085,1207,6384,0,968
568,1784170086,1321,6778,0,468
569,1784170087,2126,8649,0,258
570,1784170088,1215,8889,0,1037
571,1784170089,1254,9990,0,375
572,1784170090,1147,10545,0,798
573,1784170091,838,10295,0,889
574,1784170092,996,10334,0,753
575,1784170093,1033,11036,0,724
576,1784170094,447,10273,0,1103
577,1784170095,216,9926,0,1060
578,1784170096,466,9091,0,1066
579,1784170097,235,4482,0,1001
580,1784170098,604,7846,0,1246
581,1784170099,630,7018,0,1423
582,1784170100,753,6019,0,1078
583,1784170101,1622,6836,0,789
584,1784170102,1488,7660,0,590
585,1784170103,1119,8364,0,610
586,1784170104,1513,9280,0,432
587,1784170105,1596,10450,0,474
588,1784170106,986,10905,0,812
589,1784170107,771,11075,0,1058
590,1784170108,548,10318,0,988
591,1784170109,282,9655,0,1004
592,1784170110,721,9248,0,940
593,1784170111,279,3969,0,858
594,1784170112,540,8469,0,1224
595,1784170113,970,7448,0,1206
596,1784170114,203,7389,0,1545
597,1784170115,881,3276,0,709
598,1784170116,1020,6645,0,1006
599,1784170117,1330,7262,0,507
600,1784170118,1682,8542,0,310
601,1784170119,928,8842,0,743
602,1784170120,1572,9971,0,386
603,1784170121,1037,10318,0,574
604,1784170122,1059,10846,0,749
605,1784170123,613,10670,0,982
606,1784170124,316,5782,0,1028
607,1784170125,784,9434,11,829
608,1784170126,822,9581,809,878
609,1784170127,1404,10448,208,527
610,1784170128,184,10074,153,1380
611,1784170129,797,3838,252,606
612,1784170130,328,3744,764,717
613,1784170131,473,3871,429,1121
614,1784170132,539,4024,989,665
615,1784170133,1158,7781,164,933
616,1784170134,427,7831,393,1094
617,1784170135,388,7101,537,1313
618,1784170136,7,3856,902,1029
619,1784170137,1748,5905,376,467
620,1784170138,1070,6687,0,817
621,1784170139,742,6637,4,1109
622,1784170140,993,4670,643,369
623,1784170141,0,0,107,307
624,1784170142,0,0,154,1344
625,1784170143,0,0,694,1010
626,1784170144,0,0,141,819
627,1784170145,0,0,161,1076
628,1784170146,0,0,549,249
629,1784170147,0,0,119,0
630,1784170148,0,0,255,0
631,1784170149,0,0,17,0
632,1784170150,0,0,323,0
633,1784170151,0,0,224,0
634,1784170152,0,0,94,0
635,1784170153,0,0,59,0
636,1784170154,0,0,211,0
637,1784170155,0,0,38,0
638,1784170156,0,0,120,0
639,1784170157,0,0,183,0
640,1784170158,0,0,150,0
641,1784170159,0,0,42,0
642,1784170160,0,0,99,0
643,1784170161,2474,2474,134,0
644,1784170162,1520,3994,101,0
645,1784170163,2093,6087,125,0
646,1784170164,1418,7505,215,0
647,1784170165,1691,9065,527,0
648,1784170166,1125,9912,349,466
649,1784170167,284,9706,313,779
650,1784170168,492,4735,316,482
651,1784170169,271,8763,283,1088
652,1784170170,584,8656,571,759
653,1784170171,18,2668,527,1515
654,1784170172,267,2092,275,1115
655,1784170173,655,2044,545,839
656,1784170174,1190,5849,344,808
657,1784170175,1263,5773,302,729
658,1784170176,1214,6295,606,488
659,1784170177,1687,7746,313,121
660,1784170178,1475,8700,305,640
661,1784170179,1370,9397,195,455
662,1784170180,1007,9966,315,553
663,1784170181,539,10085,519,900
664,1784170182,788,9475,330,496
665,1784170183,926,10221,84,1091
666,1784170184,414,9299,467,1103
667,1784170185,176,8516,326,1914
668,1784170186,471,6421,607,1376
669,1784170187,942,5768,186,1307
670,1784170188,1539,6119,0,1080
671,1784170189,1345,6756,0,906
672,1784170190,1968,7424,0,624
673,1784170191,1747,8779,0,441
674,1784170192,1603,9914,0,421
675,1784170193,1313,10682,0,589
676,1784170194,657,10932,0,1047
677,1784170195,782,10355,0,1414
678,1784170196,873,10176,0,869
679,1784170197,326,9618,0,1471
680,1784170198,172,8486,0,1946
681,1784170199,423,6591,0,1734
682,1784170200,1064,6250,0,1114
683,1784170201,1425,6054,0,1040
684,1784170202,1267,6246,0,756
685,1784170203,1377,7174,1786,166
686,1784170204,1534,8410,374,361
687,1784170205,1729,9450,43,397
688,1784170206,622,9707,144,1536
689,1784170207,721,8896,1135,479
690,1784170208,462,8438,744,1090
691,1784170209,488,7604,380,1186
692,1784170210,321,6715,120,1929
693,1784170211,1031,5185,173,1311
694,1784170212,1599,6173,197,1045
695,1784170213,1481,6230,243,865
696,1784170214,1571,6812,226,560
697,1784170215,1742,8218,408,220
698,1784170216,1544,9073,97,634
699,1784170217,1096,9860,109,660
700,1784170218,1050,10134,231,1098
701,1784170219,332,9321,254,1469
702,1784170220,913,8033,127,1186
703,1784170221,604,7883,262,1054
704,1784170222,321,7354,146,1803
705,1784170223,1447,6291,263,1255
706,1784170224,1454,7333,202,713
707,1784170225,1185,7441,239,727
708,1784170226,1284,7615,162,1014
709,1784170227,1238,8175,349,994
710,1784170228,997,7940,312,1049
711,1784170229,1300,8289,150,627
712,1784170230,1617,8907,129,624
713,1784170231,777,9168,175,1040
714,1784170232,1155,9060,148,962
715,1784170233,913,9135,18,1135
716,1784170234,964,8922,0,835
717,1784170235,1019,9526,0,415
718,1784170236,89,9376,0,1880
719,1784170237,584,7615,0,1272
720,1784170238,821,7116,0,1500
721,1784170239,1199,6707,0,982
722,1784170240,475,6481,184,1688
723,1784170241,1241,5472,1329,602
724,1784170242,1948,7144,29,235
725,1784170243,1752,8362,25,729
726,1784170244,1515,9157,150,597
727,1784170245,577,9274,1009,842
728,1784170246,1105,8784,303,757
729,1784170247,589,9117,320,945
730,1784170248,122,7579,148,1420
731,1784170249,1044,7810,180,944
732,1784170250,777,7125,168,1230
733,1784170251,608,5940,386,1160
734,1784170252,1246,6412,320,811
735,1784170253,1114,3605,217,1002
736,1784170254,1294,6618,320,874
737,1784170255,850,7032,331,1128
738,1784170256,1940,7698,118,479
739,1784170257,1987,9254,209,561
740,1784170258,751,9494,238,734
741,1784170259,907,4736,127,930
742,1784170260,784,9382,247,1087
743,1784170261,281,4912,279,1682
744,1784170262,542,6637,269,1749
745,1784170263,580,5355,282,1432
746,1784170264,1103,5580,346,1221
747,1784170265,1314,5262,496,1364
748,1784170266,2293,6555,218,233
749,1784170267,1662,7852,209,328
750,1784170268,1438,9084,273,483
751,1784170269,1508,9583,242,904
752,1784170270,950,9776,238,767
753,1784170271,413,9524,2,1469
754,1784170272,718,8326,0,1504
755,1784170273,732,7770,0,1747
756,1784170274,709,6776,0,1204
757,1784170275,1104,6255,0,1455
758,1784170276,1518,6629,0,1014
759,1784170277,1107,6673,654,803
760,1784170278,1808,7783,913,202
761,1784170279,1259,8755,99,741
762,1784170280,1030,8590,7,1329
763,1784170281,1862,9569,173,264
764,1784170282,899,10054,415,746
765,1784170283,49,9669,809,1439
766,1784170284,924,8287,396,1074
767,1784170285,336,7010,300,1226
768,1784170286,1071,7471,149,1051
769,1784170287,226,6221,304,1443
770,1784170288,781,5310,222,1770
771,1784170289,1637,4878,410,1130
772,1784170290,2150,6727,370,117
773,1784170291,1672,7887,145,439
774,1784170292,1342,8756,237,905
775,1784170293,1460,9067,245,758
776,1784170294,1914,10609,80,199
777,1784170295,762,11154,186,742
778,1784170296,286,10608,224,1308
779,1784170297,596,9736,145,1341
780,1784170298,305,8192,267,1295
781,1784170299,293,6852,104,1702
782,1784170300,864,6309,287,1456
783,1784170301,557,4670,292,1654
784,1784170302,1215,5231,322,1236
785,1784170303,1916,5697,377,527
786,1784170304,1949,7128,315,350
787,1784170305,2067,8628,163,530
788,1784170306,2068,10543,162,116
789,1784170307,1061,11372,155,495
790,1784170308,1249,12069,37,348
791,1784170309,487,6342,0,495
792,1784170310,2,5873,0,1133
793,1784170311,25,5090,0,926
794,1784170312,293,4988,0,1048
795,1784170313,152,4030,0,1286
796,1784170314,190,4164,0,1001
797,1784170315,78,3754,0,1646
798,1784170316,224,2205,0,1375
799,1784170317,339,2031,682,1551
800,1784170318,1196,3995,123,650
801,1784170319,2464,5661,220,468
802,1784170320,1218,6592,663,103
803,1784170321,2062,8573,277,18
804,1784170322,2151,10583,413,24
805,1784170323,986,10838,259,1033
806,1784170324,1293,11492,404,296
807,1784170325,179,11370,210,1247
808,1784170326,526,10266,316,950
809,1784170327,593,10127,557,441
810,1784170328,217,3867,105,883
811,1784170329,384,4046,123,838
812,1784170330,57,3902,106,1036
813,1784170331,121,7462,156,1267
814,1784170332,0,0,208,975
815,1784170333,559,5251,240,930
816,1784170334,574,4780,214,1034
817,1784170335,702,1802,123,857
818,1784170336,997,2708,213,801
819,1784170337,914,4573,481,578
820,1784170338,1930,6075,209,330
821,1784170339,1997,7693,271,330
822,1784170340,1599,9050,178,456
823,1784170341,1580,10103,248,206
824,1784170342,1195,11248,172,548
825,1784170343,640,10898,192,958
826,1784170344,635,10808,278,868
827,1784170345,268,5732,266,748
828,1784170346,694,9807,136,1042
829,1784170347,500,9425,294,828
830,1784170348,7,4149,225,1565
831,1784170349,32,2893,312,1375
832,1784170350,813,3659,368,737
