second,scheduled_tasks,started_tasks,conn_created,conn_ready,conn_failed,conn_closed,active_connecting,active_ready,waiting_for_server,find_input_ops,remove_ops,insert_ops,find_output_ops,failed_ops,combined_ops,in_flight_tasks,ephemeral_ports,time_wait,handles,threads,cpu_pct,working_set_bytes
37,347,159,133,153,0,337,66,636,92,153,277,255,337,0,1022,662,7475,5546,19330,1815,42.09,477691904
38,0,224,194,185,0,221,56,453,58,182,184,228,221,0,815,526,7499,6024,19043,1400,51.9,489177088
39,195,245,159,162,0,232,71,443,127,165,201,201,227,0,794,524,7947,6330,21647,1504,60.66,526942208
40,0,18,163,195,0,182,154,454,157,195,182,182,182,0,741,542,8278,6720,13322,1650,41.76,461123584
41,336,227,198,147,0,121,128,394,128,147,165,160,127,0,599,484,8551,7157,13436,1405,38.44,386674688
42,0,109,138,189,0,239,74,477,97,189,195,200,233,0,817,531,8757,7411,11334,1306,52,412143616
43,81,81,81,81,0,147,50,377,52,81,147,147,147,0,522,416,8955,7801,10261,1037,41.48,409919488
44,336,96,22,0,0,189,22,270,73,0,189,189,189,0,567,177,8991,8129,6397,680,24.97,384774144
45,0,157,215,193,0,66,72,256,71,193,66,66,66,0,391,317,8785,8063,5587,649,21.35,381018112
46,0,83,99,143,0,15,60,336,95,143,15,15,15,0,188,351,8722,7621,9458,1037,51.83,324182016
47,0,0,0,0,0,193,0,336,7,0,193,193,193,0,579,0,8290,7359,8117,905,9.79,343875584
48,0,0,0,0,0,143,0,143,7,0,143,143,143,0,429,0,8013,7573,5396,326,9.82,339861504
50,77,77,43,0,0,0,43,0,75,0,0,0,0,0,0,77,7181,7169,4003,29,2.55,327782400
51,454,201,82,123,0,0,48,123,148,122,0,0,0,0,122,278,7086,6843,5851,260,17.5,286986240
52,62,275,343,126,0,0,220,249,390,126,0,0,0,0,126,553,7803,6843,12581,1201,27.89,338305024
53,0,40,125,344,0,113,299,529,83,345,117,115,113,0,690,593,8418,6703,14335,1781,41.79,376107008
54,0,0,0,0,0,52,0,480,6,0,107,56,52,0,215,0,7815,6351,12975,1433,38.75,388665344
55,0,0,0,0,0,428,0,428,4,0,369,422,428,0,1219,0,7202,6219,10901,988,7.86,376295424
56,134,134,134,134,0,0,87,134,86,134,0,0,0,0,134,134,7038,6569,8145,258,19.59,355127296
58,0,0,0,0,0,134,0,134,3,0,134,134,134,0,402,0,6983,6569,9612,430,1.84,369250304
59,788,336,263,179,0,0,125,179,104,179,0,0,0,0,179,336,7168,6631,10677,416,15.75,368123904
60,0,452,247,85,0,0,246,264,515,85,0,0,0,0,85,788,7747,6632,16613,1181,43.87,438538240
61,0,0,278,263,0,126,276,508,279,248,135,128,126,0,637,0,9008,6732,18706,2260,42.14,483995648
62,226,226,118,264,0,137,260,653,203,279,129,136,138,0,682,751,8970,7158,14731,1633,53.43,474791936
63,423,225,183,260,0,50,118,743,150,257,49,49,49,0,404,926,9267,7088,19847,2296,41.55,503066624
64,0,198,30,38,0,175,37,770,340,41,233,231,175,0,680,1092,10035,7262,27789,3191,45.06,575791104
65,299,12,318,280,0,366,246,600,319,280,416,317,366,0,1379,595,9771,7044,23656,2704,52.18,545624064
66,107,193,126,129,0,235,68,515,96,128,127,228,235,0,718,596,9089,7366,19662,1756,52.07,522289152
67,310,260,305,198,0,83,174,572,272,198,107,100,90,0,495,760,9123,7008,25074,2288,48.39,558796800
68,136,114,107,206,0,237,172,658,86,207,301,288,233,0,1029,744,9008,6848,25746,2145,55.24,602398720
69,0,238,72,93,0,154,73,492,204,93,77,92,151,0,413,691,8872,7002,25146,1711,56.12,635912192
70,0,35,242,294,0,339,123,482,234,294,328,333,339,0,1294,708,8844,7048,16608,2001,44.77,497770496
71,0,0,0,0,0,93,0,387,7,0,93,93,93,0,279,0,8543,7179,13339,1192,48.74,443805696
72,0,0,0,0,0,225,0,294,8,0,294,293,233,0,820,0,7826,7055,11303,757,7.66,432242688
73,242,242,223,111,0,69,147,111,146,98,0,1,61,0,160,242,7301,7245,7913,31,12.8,412278784
74,436,142,146,220,0,0,111,331,53,231,0,0,0,0,231,384,7620,6867,6498,757,33.25,468574208
75,0,294,225,141,0,34,123,466,300,143,39,39,35,0,256,676,8223,6707,12907,1595,39.33,402575360
76,72,72,156,278,0,295,122,560,86,278,290,290,294,0,1152,597,8788,6933,15205,1755,40.87,441163776
77,136,136,136,49,0,42,97,428,109,48,50,50,42,0,190,515,8248,6973,13170,1169,38.03,424624128
78,390,190,143,201,0,354,86,508,47,196,357,351,357,0,1261,531,8389,7157,15106,1184,38.49,465072128
79,0,200,247,276,0,73,99,480,99,282,62,68,70,0,482,526,8775,7533,9807,1091,54.4,460009472
80,0,0,0,0,0,196,0,478,7,0,196,196,196,0,588,0,9123,7805,12016,1337,51.87,386080768
81,0,0,0,0,0,282,0,282,5,0,282,282,282,0,846,0,8987,8091,9388,771,11.6,368840704
85,748,283,250,109,0,0,198,109,195,104,0,0,0,0,104,283,8067,8055,2921,29,1.96,352346112
86,0,231,219,305,0,0,140,414,82,310,0,0,0,0,310,514,8235,7399,7468,888,39.48,328105984
87,0,234,251,162,0,58,173,543,194,144,79,68,57,1,348,744,9035,7399,13173,1604,54.38,378372096
88,0,0,28,172,0,356,143,638,30,190,335,345,356,0,1226,0,9359,7281,17563,2058,42.76,437399552
89,0,0,0,0,0,139,0,334,3,0,142,139,139,0,420,0,9130,7968,11637,1016,30.7,410865664
90,613,281,209,172,0,195,91,220,93,169,192,195,195,0,751,332,9193,8272,11279,805,8.3,374579200
91,442,297,192,191,0,0,79,363,176,188,0,0,0,0,188,578,9299,8370,14020,925,47.82,400236544
92,0,138,243,155,0,66,167,477,211,154,70,66,66,0,356,668,9832,8100,15120,1886,51.51,495828992
93,0,146,194,285,0,285,126,578,74,292,281,285,285,0,1143,652,10131,8397,15822,1751,48.72,464859136
94,0,193,217,190,0,155,69,527,68,188,160,159,157,0,664,564,9952,8340,13253,1499,64.37,466460672
95,566,186,167,141,0,239,88,537,122,143,247,244,237,0,871,557,9554,8011,13493,1609,46.58,451416064
96,202,411,74,93,0,79,88,456,420,93,115,94,85,0,387,859,9492,7982,12882,1519,44.5,447647744
97,423,14,274,220,0,198,148,487,358,217,157,181,192,0,747,695,10272,8257,18413,2019,43.64,465580032
98,0,297,95,218,0,126,122,567,281,221,118,119,126,0,584,815,9821,7758,18640,1999,64.84,468987904
99,0,283,268,5,0,100,263,517,580,5,107,107,107,0,326,1077,10173,7798,20528,2612,46.06,495620096
100,0,0,311,282,0,205,303,678,314,274,210,202,197,1,883,0,10093,7332,24713,3001,36.18,528285696
101,0,0,2,294,0,217,291,778,4,302,205,212,217,0,936,0,9937,7799,21461,2213,51.39,544342016
102,448,102,44,0,0,274,44,576,68,0,274,274,274,0,822,404,9175,7390,16523,1753,16.28,528560128
103,0,155,146,172,0,302,57,376,59,172,302,301,301,1,1076,421,9249,7936,14924,1232,23.4,519163904
104,88,197,194,209,0,0,192,381,241,102,0,0,0,0,102,454,9637,8540,16036,1018,58.22,512176128
105,209,190,217,203,0,126,83,469,85,306,127,127,126,0,686,536,9917,8464,19915,1472,46.79,538198016
106,0,101,144,161,0,66,61,553,60,165,71,65,66,0,367,553,9723,8178,12944,1522,54.22,476127232
107,0,0,0,0,0,388,0,553,7,0,382,387,387,1,1156,0,9757,8570,11634,1056,32.8,413339648
108,802,225,159,159,0,165,78,206,91,159,165,165,165,0,654,282,8865,8245,8853,462,12.36,391888896
109,237,354,93,13,0,0,93,172,389,0,0,0,0,0,0,579,9374,8421,8824,1177,41.66,385642496
110,0,175,273,353,0,27,273,521,326,366,32,27,27,0,452,727,0,0,0,0,0,0
111,0,285,256,116,0,63,140,609,391,116,127,128,63,0,434,1007,9875,7545,20365,2569,42.88,448344064
112,0,0,258,244,0,182,256,615,259,174,158,134,183,0,649,0,10469,8013,21558,2348,54.68,478048256
113,113,113,108,220,0,369,154,738,54,283,324,352,368,0,1327,562,10488,8531,19130,1703,54.6,495595520
114,67,67,72,114,0,171,41,511,38,121,172,171,171,0,635,458,10372,8763,13668,1562,32.57,469880832
115,0,0,0,0,0,282,0,407,4,0,284,282,282,0,848,0,10367,9559,7476,569,32.27,444473344
116,0,0,0,0,0,125,0,125,3,0,122,125,125,0,372,0,10111,9785,5882,230,6.86,434462720
117,356,133,36,0,0,0,36,0,93,0,0,0,0,0,0,133,9844,9795,4938,29,4.71,378413056
118,344,201,245,176,0,0,121,176,121,175,0,0,0,0,175,334,9700,9081,4894,577,18.47,333795328
119,390,265,230,262,0,0,105,438,121,262,0,0,0,0,262,599,9971,8777,10042,1220,54.64,307826688
120,0,244,130,187,0,93,112,600,200,188,108,107,99,0,502,787,10177,8423,14937,1845,44.08,360935424
121,0,37,229,177,0,238,160,607,206,175,247,246,232,0,900,751,10838,8733,19108,2194,43.43,433487872
122,531,297,108,120,0,190,68,517,235,122,206,204,200,0,732,735,11008,8972,17999,1941,45.48,436137984
123,0,215,196,249,0,121,193,540,212,249,81,85,111,0,526,750,10809,8969,18789,1698,41.82,471715840
124,0,229,42,4,0,86,41,532,439,4,174,166,93,0,437,971,0,0,0,0,0,0
125,57,36,407,243,0,319,207,512,406,243,304,300,312,0,1159,728,10886,8721,19811,2182,39.52,511012864
126,0,21,55,260,0,128,204,503,43,260,55,67,128,0,510,611,10714,8962,18302,1666,44.61,504090624
127,0,0,0,0,0,243,0,503,5,0,243,243,243,0,729,0,10255,8815,17325,1408,30.96,521273344
128,88,88,15,0,0,260,15,260,84,0,260,260,260,0,780,88,9824,8969,14459,799,13.78,507035648
129,0,0,73,88,0,0,65,88,72,88,0,0,0,0,88,0,9572,9269,12946,292,26.75,511160320
131,261,131,29,0,0,88,29,88,86,0,88,88,88,0,264,131,8717,8439,12946,292,2.14,525725696
132,0,130,231,239,0,0,120,239,137,236,0,0,0,0,236,261,8505,8067,15096,483,17.68,565329920
133,172,172,173,154,0,0,100,393,100,142,0,0,0,0,142,433,8864,8067,6918,811,51.31,545529856
134,0,0,0,40,0,142,39,433,4,55,151,141,141,1,488,0,8774,7519,10640,1240,28.12,389509120
135,206,141,107,10,0,192,97,291,102,10,221,224,196,1,651,262,8386,7712,4972,545,12.02,353873920
136,0,65,99,196,0,99,97,206,68,196,61,66,94,0,417,240,8434,7710,7217,701,22.83,370950144
137,501,222,154,151,0,0,91,357,91,123,5,5,4,0,137,428,7757,7124,5601,647,22.89,367931392
138,0,207,216,196,0,206,67,430,67,223,201,201,202,0,827,527,8231,6856,11382,1388,41.91,372535296
139,0,72,131,154,0,85,53,482,58,155,97,85,85,0,422,501,8762,7248,14152,1517,53.52,399560704
140,14,14,14,14,0,257,14,416,17,14,248,258,257,0,777,357,8701,7500,12471,1058,23.24,414531584
141,0,0,0,0,0,159,0,173,3,0,156,158,159,0,473,0,8229,7784,5660,343,16.08,380375040
142,0,0,0,0,0,14,0,14,3,0,14,14,14,0,42,0,7664,7548,4394,71,6.14,374132736
143,548,278,1,1,0,0,1,1,259,1,0,0,0,0,1,278,7009,6996,4195,29,1.94,372940800
144,0,270,321,74,0,0,308,75,472,58,0,0,0,0,58,548,7142,6508,6792,872,19.64,398880768
145,0,0,226,473,0,1,246,548,226,489,1,1,1,0,492,0,7717,6060,13609,1673,47.71,379113472
146,0,0,0,0,0,58,0,547,5,0,58,58,58,0,174,0,7497,5842,13800,1670,43.38,387911680
147,0,0,0,0,0,397,0,489,3,0,488,478,402,0,1368,0,7446,5964,12944,1487,4.31,382627840
148,0,0,0,0,0,92,0,91,2,0,1,11,87,0,99,0,7281,6936,6122,29,19.99,346218496
150,320,221,202,92,0,0,190,92,125,85,0,0,0,0,85,221,6710,6697,6122,29,1.76,346390528
151,0,99,118,228,0,0,109,320,94,235,0,0,0,0,235,320,7065,6224,12275,802,39.18,417636352
152,0,0,0,0,0,85,0,320,4,0,85,85,85,0,255,0,6789,5816,13809,990,15.8,439435264
153,0,0,0,0,0,235,0,235,4,0,235,235,235,0,705,0,6624,6050,11570,512,7.77,434601984
154,166,166,166,166,0,0,133,166,149,166,0,0,0,0,166,166,6047,5940,9298,30,10.77,422080512
156,270,82,64,13,0,110,52,166,57,13,138,114,111,0,376,172,5737,5226,4656,528,1.37,415391744
157,407,309,159,142,0,56,105,155,166,132,28,52,55,0,267,391,5538,5072,4908,370,19.41,300732416
158,425,227,295,238,0,0,168,393,168,246,0,0,0,0,246,618,5872,4552,11026,1345,46.94,353484800
159,0,152,233,241,0,134,125,589,133,242,138,134,134,0,648,731,6546,4586,15901,1940,48.96,398983168
160,464,388,41,136,0,138,117,614,364,137,134,138,138,0,547,943,6921,4900,17720,1964,43.71,430903296
161,0,167,308,117,0,125,307,520,371,82,140,127,125,0,474,928,0,0,0,0,0,0
162,391,157,221,320,0,247,212,692,232,355,243,254,248,0,1100,929,7912,5423,23783,2709,44.59,518946816
163,276,172,212,187,0,151,177,667,215,153,159,145,150,0,607,881,8422,5962,24791,2395,46.41,545009664
164,0,270,109,139,0,112,138,727,384,173,100,115,113,0,501,1070,8017,5482,26439,2599,48.57,566136832
165,309,369,64,172,0,228,109,725,581,172,221,222,227,0,842,1158,0,0,0,0,0,0
166,0,42,192,42,0,119,151,601,581,42,129,128,127,1,426,1160,8638,5784,28864,3464,44.14,596512768
167,60,8,329,375,0,182,151,697,438,375,294,244,179,0,1092,1081,8959,6061,26967,3263,50.84,606248960
168,0,224,129,214,0,200,109,776,224,214,166,215,211,1,806,988,8672,6090,27615,2942,47.07,628236288
169,0,35,211,116,0,263,115,699,240,116,182,181,245,0,724,856,8686,6282,26327,2559,47.82,617807872
170,329,309,65,180,0,349,115,661,271,180,342,343,349,0,1214,692,8430,6500,17887,1913,45.12,574488576
171,0,20,299,80,0,177,240,384,292,70,186,186,177,0,619,683,8648,6808,15318,1754,41.73,574439424
172,0,0,0,219,0,207,218,502,8,229,198,198,207,0,832,0,8481,7202,10823,1121,53.24,547512320
173,0,0,0,0,0,70,0,299,4,0,70,70,70,0,210,0,8279,7332,9908,926,6.17,541933568
174,0,0,0,0,0,229,0,229,4,0,229,228,228,1,685,0,8129,7930,5700,29,12.27,462905344
175,401,251,103,24,0,0,93,24,131,24,0,0,0,0,24,251,7943,7928,679,29,2.99,450338816
176,0,119,218,257,0,0,165,281,157,250,0,0,0,0,250,370,8610,7812,6622,812,24.69,425857024
177,54,85,134,174,0,24,58,435,61,181,24,24,24,0,253,455,8028,6834,10259,1232,50.99,348483584
178,0,0,0,0,0,249,0,431,7,0,250,250,249,0,749,0,8212,6882,11258,1322,15.07,349663232
179,0,0,0,0,0,182,0,181,5,0,181,181,182,0,544,0,7976,7478,7072,428,13.64,324775936
185,578,279,225,198,0,0,88,198,88,153,0,0,0,0,153,279,7376,7104,7052,274,6.12,322351104
186,275,382,177,204,0,0,143,402,239,249,0,0,0,0,249,661,8129,6826,10352,1286,44.72,318197760
187,179,193,418,179,0,55,240,540,399,179,91,69,64,0,403,806,8905,6800,17729,2238,48.51,413687808
188,0,178,70,252,0,182,239,664,191,252,157,168,173,0,750,800,9318,7020,19461,2275,45.46,445059072
189,361,101,220,223,0,216,102,619,143,223,332,288,219,0,1062,749,9203,6977,21655,2386,53.42,501272576
190,199,191,91,145,0,249,55,603,164,142,122,177,246,0,687,739,9326,7388,17537,1810,49.77,505282560
191,0,268,391,135,0,233,256,499,266,138,252,246,245,0,881,732,9285,7608,18302,1559,55.11,508223488
192,0,0,0,256,0,263,256,535,7,256,244,250,251,0,1001,0,9332,7376,20971,1943,41.3,552665088
193,150,150,150,150,0,138,88,446,106,150,138,138,138,0,564,518,8914,7590,12767,1202,46.9,504705024
194,0,0,0,0,0,256,0,406,4,0,256,256,256,0,768,0,9018,7713,11520,1249,36.49,500981760
195,368,105,12,0,0,150,12,150,76,0,150,150,150,0,450,105,8699,8136,6827,481,12.59,361496576
196,0,263,323,220,0,0,155,220,165,220,0,0,0,0,220,368,8270,7736,7703,441,15.06,364384256
197,174,68,74,148,0,0,132,368,61,148,0,0,0,0,148,436,8290,7188,13427,1135,40.76,432001024
198,0,106,133,174,0,220,109,524,114,174,220,220,220,0,834,542,8378,6958,12001,1459,28.99,427294720
199,377,219,159,141,0,148,75,365,110,141,148,148,148,0,585,476,8075,6902,10549,988,38.06,394641408
200,339,260,235,220,0,174,90,400,92,216,174,174,174,0,738,480,7800,6506,10881,1321,41.96,403501056
201,0,237,107,129,0,6,106,484,315,97,14,14,13,0,138,716,7989,6490,12131,1435,56.44,428023808
202,0,0,215,226,0,348,215,568,217,262,341,341,341,0,1285,0,8238,6362,15689,1750,37.57,427778048
203,222,17,0,0,0,87,0,362,16,0,98,98,94,0,290,321,7893,6718,11169,1069,35.56,416444416
204,182,236,244,121,0,191,123,313,134,121,263,262,191,0,837,468,7440,6480,11171,934,12.36,411901952
205,0,151,160,283,0,84,123,404,147,283,0,1,77,0,361,404,7869,6910,12357,791,55.43,423981056
206,0,0,0,0,0,121,0,404,3,0,121,121,121,0,363,0,8136,6938,15790,1200,30.95,448053248
207,464,19,0,0,0,234,0,283,18,0,283,246,241,0,770,82,8048,7104,14279,879,9.17,443731968
208,303,303,291,140,0,49,153,140,183,138,0,37,42,0,217,322,7614,7076,12778,357,25.08,431169536
209,227,333,214,251,0,0,151,391,148,248,0,0,0,0,248,655,7823,6808,9017,1087,48.68,494637056
210,0,224,151,265,0,40,150,623,215,270,40,40,40,0,390,839,8900,6848,16862,2048,40.78,420470784
211,347,160,193,37,0,120,192,616,232,6,135,128,124,0,393,879,9425,7084,20076,2378,44.28,454098944
212,0,111,260,386,0,311,175,681,209,417,305,311,315,0,1348,881,9929,7688,21103,2148,45.47,495398912
213,478,235,213,166,0,189,80,608,78,166,182,182,181,0,711,725,9784,7974,20120,1790,62.22,523177984
214,0,112,104,120,0,206,77,595,124,120,209,210,208,0,747,761,10343,8228,18037,2203,46.72,517849088
215,248,146,198,207,0,350,62,554,80,207,369,358,350,0,1284,634,10497,8658,17260,1839,51.43,493178880
216,203,304,182,86,0,54,148,404,264,86,59,44,53,0,242,678,11283,9352,16157,2018,43.98,499355648
217,219,165,195,150,0,154,195,502,214,148,148,166,154,0,616,720,11137,9214,17062,2099,42.89,502435840
218,0,313,126,319,0,159,193,549,282,321,136,144,158,0,759,842,0,0,0,0,0,0
219,937,84,337,68,0,159,280,544,311,58,159,159,159,0,535,873,11415,9076,22931,2625,45.16,524664832
220,0,233,39,308,0,123,268,719,231,318,123,123,123,0,687,877,0,0,0,0,0,0
221,0,317,33,1,0,73,32,639,548,1,164,156,79,0,400,1194,11655,8718,29931,3472,41.55,591765504
222,332,46,316,175,0,254,217,565,525,162,170,176,248,0,756,1022,11203,8719,24285,2791,58.98,577249280
223,483,397,60,233,0,8,174,712,574,246,1,3,8,0,258,1302,0,0,0,0,0,0
224,0,82,161,88,0,242,73,737,665,88,289,288,242,0,907,1372,0,0,0,0,0,0
225,460,118,414,189,0,196,367,581,513,174,149,149,195,1,667,1069,11140,8499,30520,3018,45.83,650510336
226,0,215,0,298,0,28,297,849,423,313,28,28,28,0,397,1251,11606,8601,33082,3219,41.6,693727232
227,0,336,0,0,0,6,0,821,759,0,6,6,6,0,18,1581,0,0,0,0,0,0
228,0,106,111,111,0,352,97,815,773,111,352,352,352,0,1167,1597,0,0,0,0,0,0
229,0,342,164,24,0,60,162,575,1088,23,60,60,60,0,203,1677,0,0,0,0,0,0
230,0,0,306,196,0,139,252,659,939,195,139,139,139,0,612,0,12405,8549,41059,4782,38.97,770895872
231,0,0,202,253,0,100,249,835,634,253,101,101,100,0,555,0,12479,8637,40285,4451,51.99,774946816
232,0,0,431,240,0,334,429,930,434,208,343,343,339,0,1233,0,11933,8503,33058,3940,47.23,778526720
233,0,0,0,390,0,249,389,1028,3,424,291,290,260,1,1265,0,11775,8573,29955,3128,48.09,753475584
234,364,240,133,48,0,368,88,794,187,48,319,318,353,0,1038,667,11142,8982,24555,1951,62.78,733696000
235,16,140,164,195,0,133,164,628,131,195,198,167,137,0,697,694,11391,9379,27142,2028,50.58,750833664
236,422,92,146,159,0,324,81,536,85,159,269,301,322,0,1051,456,11337,9664,27503,1804,55.53,771788800
237,334,224,154,172,0,193,61,424,96,171,183,182,188,1,724,485,10969,9627,26487,1267,52.62,778813440
238,0,226,165,82,0,57,106,410,193,83,61,58,57,0,259,642,11705,9917,15034,1848,45.65,777121792
239,0,152,226,271,0,203,106,522,186,265,197,199,203,0,864,668,11923,10047,16160,1946,45.59,678735872
240,310,186,249,234,0,173,139,505,140,240,172,173,173,0,758,604,12238,10485,17081,1740,48.02,528150528
241,60,134,108,170,0,208,76,561,81,140,223,214,214,0,791,629,12168,10335,15302,1867,45.59,566296576
242,0,112,161,175,0,229,73,475,110,205,278,270,230,0,983,564,12005,10329,13597,1449,50.73,536444928
243,0,0,0,0,0,202,0,411,4,0,138,155,195,0,488,0,11515,10389,10116,1035,28.66,463618048
244,0,0,0,0,0,211,0,211,7,0,211,211,211,0,633,0,10905,10418,7018,375,13.93,428384256
249,364,277,225,193,0,0,141,193,146,191,0,0,0,0,191,277,9214,8932,2596,279,6.47,210268160
250,0,87,139,171,0,0,54,364,53,173,0,0,0,0,173,364,9722,8686,8758,1047,46.19,284471296
251,0,0,0,0,0,111,0,364,5,0,187,147,121,0,455,0,9527,8426,9394,1118,18.98,303661056
252,0,0,0,0,0,253,0,253,7,0,177,217,243,0,637,0,9133,8478,5187,455,15.04,305819648
256,247,183,39,0,0,0,39,0,128,0,0,0,0,0,0,183,7825,7813,3178,28,2.49,297512960
257,423,165,222,187,0,0,146,187,145,187,0,0,0,0,187,348,8201,7798,6861,540,12.53,313765888
258,219,345,208,282,0,0,123,469,210,282,0,0,0,0,282,693,8499,7098,11095,1434,55.99,372940800
259,0,196,208,63,0,12,206,520,414,42,19,19,18,0,98,887,9395,6974,20851,2637,39.12,450396160
260,0,0,212,357,0,399,145,692,214,378,450,450,399,0,1677,0,9259,6886,20215,2416,45.62,472633344
261,558,198,129,96,0,99,50,510,81,92,41,41,93,0,267,577,9142,7436,16752,1519,48.16,451481600
262,0,360,108,34,0,73,107,491,418,38,201,191,73,0,503,910,9309,6978,26369,2664,33.24,569663488
263,534,83,346,199,0,307,254,435,345,199,222,224,313,0,958,782,8734,6660,24880,2319,37.35,572489728
264,331,317,105,264,0,77,254,523,360,264,54,42,71,0,431,880,8391,6462,16561,1875,46.52,561725440
265,0,202,118,95,0,68,118,558,426,95,54,68,68,0,285,1014,0,0,0,0,0,0
266,24,287,48,118,0,52,118,653,626,118,57,52,52,0,279,1249,8987,5832,28793,3711,43.75,602746880
267,177,53,216,200,0,178,215,649,595,200,167,178,178,0,723,1191,8776,5578,29339,3724,41.36,604127232
268,265,75,324,301,0,212,237,818,435,301,234,233,218,0,986,1130,0,0,0,0,0,0
269,381,146,241,212,0,270,123,784,200,210,254,255,270,0,989,989,8756,5856,28152,2990,49.81,628379648
270,94,217,1,116,0,29,116,771,301,118,101,97,29,0,345,1057,8544,5970,21242,2620,55.65,590204928
271,0,93,291,108,0,331,184,747,310,108,326,322,330,0,1086,1046,8355,5782,22841,2704,45.27,599199744
272,0,333,58,197,0,132,184,634,421,197,70,67,127,0,461,1014,0,0,0,0,0,0
273,496,12,258,136,0,325,173,590,382,136,314,325,325,0,1100,778,8267,6184,20410,2191,47.45,581496832
274,462,173,132,299,0,83,166,653,166,299,83,83,83,0,548,791,7961,5860,20450,2133,49.57,577990656
275,0,363,1,0,0,20,1,617,538,0,94,65,28,0,187,1143,0,0,0,0,0,0
276,0,0,445,131,0,290,417,596,539,109,238,267,282,0,896,0,9369,6639,23678,2625,40.38,596967424
277,0,225,61,376,0,27,314,787,237,398,5,5,27,0,435,1042,0,0,0,0,0,0
278,0,185,46,30,0,313,30,787,430,30,328,326,313,1,997,1227,9925,7327,25295,2840,46.89,617074688
279,0,0,382,387,0,95,337,796,395,246,107,107,100,0,560,0,10113,7400,22228,2678,45.46,611135488
280,349,90,30,23,0,409,18,801,68,164,382,383,403,0,1332,500,9994,8107,18901,1901,55.22,587735040
