second,target_syn_sent,target_established,target_time_wait,target_close_wait,target_fin_wait1,target_fin_wait2,target_total_sockets,target_distinct_local_ports,host_total_tcp_sockets,host_total_time_wait,ephemeral_ports_in_use,ephemeral_util_pct
63,2,2406,7110,0,0,21,9525,9525,9539,7112,9538,17.175
64,0,2935,7058,0,0,32,10025,10025,10039,7060,10038,18.075
65,0,2363,7525,0,5,257,9999,9999,10013,7527,10012,18.028
66,4,1743,7654,0,2,185,9304,9304,9318,7656,9317,16.777
67,10,2091,7071,0,1,31,9204,9204,9218,7073,9217,16.597
68,5,2041,7215,0,1,157,9159,9158,9173,7217,9171,16.514
69,5,1696,7309,0,0,208,9213,9213,9227,7311,9226,16.613
70,3,1954,7392,0,4,225,8919,8918,8932,7393,8930,16.08
71,0,1161,7362,0,0,195,8534,8534,8547,7363,8546,15.388
72,0,726,7302,0,5,127,7849,7849,7862,7303,7861,14.155
73,11,689,7244,0,0,44,7934,7934,7948,7245,7947,14.31
74,2,1124,6866,0,0,0,7990,7990,8003,6867,8002,14.409
75,4,1853,6776,0,0,35,8656,8656,8669,6777,8668,15.608
76,2,1782,7362,0,2,103,8742,8741,8755,7363,8753,15.761
77,3,1545,6972,0,0,126,8581,8581,8594,6973,8593,15.473
78,2,1157,7388,0,2,125,8489,8489,8502,7389,8501,15.307
79,14,1578,7591,0,1,137,9144,9144,9157,7592,9156,16.487
80,0,1431,7940,0,0,186,9110,9110,9123,7941,9122,16.426
81,0,831,8390,0,0,145,8974,8974,8987,8391,8986,16.181
82,0,0,8584,0,0,192,8776,8776,8789,8585,8788,15.824
83,0,0,8584,0,0,0,8584,8584,8597,8585,8596,15.479
84,0,0,8334,0,0,0,8334,8334,8347,8335,8346,15.028
85,11,761,8054,0,0,0,8163,8163,8176,8055,8175,14.72
86,4,1280,7398,0,0,0,8679,8679,8692,7399,8691,15.65
87,5,2155,7449,0,2,29,9606,9606,9619,7450,9618,17.319
88,0,2007,7876,0,2,235,9346,9346,9359,7877,9358,16.851
89,0,987,8224,0,0,190,9118,9118,9131,8224,9130,16.44
90,2,893,8582,0,0,123,9290,9290,9302,8582,9301,16.748
91,12,1424,8370,0,0,50,9798,9798,9810,8370,9809,17.663
92,1,1783,8221,0,2,66,10072,10071,10084,8221,10082,18.154
93,3,1851,8667,0,4,146,10226,10225,10238,8667,10236,18.432
94,18,1593,8542,0,1,163,10238,10238,10250,8542,10249,18.455
95,2,1632,8352,0,0,112,9980,9980,9992,8352,9991,17.99
96,5,1616,8014,0,0,85,9693,9693,9705,8014,9704,17.474
97,0,1966,8166,0,0,121,10253,10253,10265,8166,10264,18.482
98,13,2174,8270,0,0,137,10237,10237,10249,8270,10248,18.453
99,3,2595,7846,0,0,54,10455,10455,10467,7846,10466,18.846
100,0,2660,7332,0,0,92,10084,10084,10096,7332,10095,18.178
101,0,2340,7966,0,0,200,9934,9934,9946,7966,9945,17.908
102,0,1728,7976,0,1,210,9770,9770,9782,7976,9781,17.612
103,5,1216,8540,0,1,170,9268,9268,9280,8540,9279,16.708
104,4,1280,8540,0,0,132,9832,9832,9844,8540,9843,17.724
105,4,1471,8713,0,1,125,10301,10301,10313,8713,10312,18.568
106,6,1659,8182,0,3,101,9910,9910,9922,8185,9921,17.864
107,0,1026,8833,0,1,205,9798,9798,9813,8836,9812,17.668
108,1,789,8935,0,3,140,9547,9545,9563,8938,9560,17.214
109,7,1398,8530,0,0,142,9816,9816,9832,8533,9831,17.702
111,5,2462,8032,0,0,32,10260,10260,10277,8035,10276,18.504
112,0,2517,8010,0,1,108,10464,10463,10481,8013,10479,18.869
113,4,1686,8760,0,0,270,10398,10398,10415,8763,10414,18.752
114,2,1533,9094,0,2,165,10446,10446,10463,9097,10462,18.839
115,0,540,9656,0,0,254,10350,10350,10367,9659,10366,18.666
116,0,201,9916,0,0,111,10094,10094,10111,9919,10110,18.205
117,7,71,9792,0,0,35,9870,9870,9887,9795,9886,17.801
118,1,920,9078,0,0,0,9999,9999,10016,9081,10015,18.034
119,11,1571,8774,0,0,0,10356,10356,10373,8777,10372,18.677
120,4,1922,8774,0,1,12,10478,10478,10495,8777,10494,18.896
121,0,2134,9082,0,1,160,10893,10893,10910,9085,10909,19.643
122,6,2000,8980,0,0,150,11118,11118,11135,8983,11134,20.049
123,5,1865,8990,0,2,167,10927,10927,10944,8993,10943,19.705
125,1,2082,8995,0,4,225,10965,10963,10982,8998,10979,19.77
126,4,1615,9069,0,0,193,10746,10746,10763,9072,10762,19.379
127,0,1380,9212,0,2,215,10238,10238,10255,9215,10254,18.464
128,0,780,9480,0,2,104,9844,9844,9861,9483,9860,17.755
129,0,264,9266,0,0,25,9555,9555,9572,9269,9571,17.234
130,0,264,8860,0,0,0,9124,9124,9141,8863,9140,16.458
131,5,264,8612,0,0,88,8780,8780,8797,8615,8796,15.839
132,2,730,8064,0,0,24,8796,8796,8813,8067,8812,15.867
133,13,1299,8064,0,0,0,8847,8847,8864,8067,8863,15.959
134,0,1299,7714,0,0,129,8757,8757,8774,7717,8773,15.797
135,2,637,7869,0,0,148,8574,8574,8592,7872,8591,15.47
136,3,618,7828,0,0,148,8552,8552,8567,7828,8566,15.425
137,4,1102,7124,0,0,0,8230,8230,8245,7124,8244,14.845
138,1,1452,7248,0,4,170,8515,8515,8530,7248,8529,15.358
139,7,1467,7433,0,3,95,8779,8779,8793,7433,8792,15.831
140,0,1029,7874,0,0,159,8687,8687,8701,7874,8700,15.666
141,0,432,7940,0,0,160,8256,8256,8270,7940,8269,14.89
142,0,42,7576,0,0,64,7654,7654,7667,7576,7666,13.804
143,3,184,6996,0,0,0,7183,7183,7196,6996,7195,12.956
144,8,721,6508,0,0,0,7233,7233,7246,6508,7245,13.046
145,0,1644,6062,0,0,1,7704,7704,7717,6062,7716,13.894
146,0,1641,5926,0,0,31,7484,7484,7497,5926,7496,13.498
147,0,1458,6599,0,1,297,7433,7433,7446,6599,7445,13.406
148,0,0,6936,0,0,332,7268,7268,7281,6936,7280,13.109
149,0,0,6936,0,0,0,6936,6936,6949,6936,6948,12.511
150,0,620,6697,0,0,0,7317,7317,7330,6697,7329,13.197
151,6,960,6224,0,0,0,7184,7184,7197,6224,7196,12.958
152,0,960,5840,0,0,9,6776,6776,6789,5840,6788,12.223
153,0,604,6292,0,0,243,6609,6609,6623,6292,6622,11.924
154,4,498,5940,0,0,94,6438,6438,6451,5940,6450,11.614
155,0,498,5360,0,0,0,5858,5858,5871,5360,5870,10.57
156,0,498,5446,0,0,110,5931,5931,5944,5446,5943,10.701
157,0,996,5072,0,0,166,6068,6068,6081,5072,6080,10.948
158,2,1701,4552,0,0,0,6255,6255,6268,4552,6267,11.285
159,1,2038,4818,0,0,133,6843,6843,6856,4818,6855,12.344
160,10,2373,5052,0,4,90,7413,7412,7426,5052,7424,13.368
162,3,2583,5474,0,2,39,7863,7863,7876,5474,7875,14.18
163,2,2359,5962,0,0,106,8410,8410,8423,5962,8422,15.165
164,2,2443,5600,0,0,102,8061,8061,8074,5600,8073,14.537
166,19,3032,5848,0,0,29,8910,8910,8923,5848,8922,16.066
167,0,2790,6204,0,0,138,8941,8941,8954,6204,8953,16.121
168,0,2631,6256,0,0,38,8925,8925,8938,6256,8937,16.093
169,0,2426,6510,0,4,142,8820,8820,8833,6510,8832,15.903
170,1,1957,6854,0,1,356,8506,8506,8519,6854,8518,15.338
171,0,1725,6944,0,1,103,8635,8635,8648,6944,8647,15.57
172,0,1426,7332,0,2,189,8491,8490,8504,7332,8502,15.309
173,0,897,7472,0,0,50,8266,8266,8279,7472,8278,14.906
174,0,0,7930,0,0,225,8155,8155,8168,7930,8167,14.706
175,3,435,7928,0,0,2,8366,8366,8379,7928,8378,15.086
176,2,1020,7812,0,0,0,8834,8834,8847,7812,8846,15.929
177,0,1308,6872,0,0,19,8199,8199,8212,6872,8211,14.785
178,0,1293,7360,0,0,164,8199,8199,8212,7360,8211,14.785
179,0,399,7690,0,0,170,8047,8047,8060,7690,8059,14.512
180,0,0,7744,0,0,49,7793,7793,7806,7744,7805,14.054
181,0,0,7744,0,0,0,7744,7744,7757,7744,7756,13.966
182,0,0,7540,0,0,0,7540,7540,7553,7540,7552,13.599
183,0,0,7104,0,0,0,7104,7104,7118,7104,7117,12.815
184,0,0,7104,0,0,0,7104,7104,7118,7104,7117,12.815
185,12,777,7104,0,0,0,7881,7881,7895,7104,7894,14.214
186,3,1616,6826,0,0,0,8442,8442,8456,6826,8455,15.225
187,1,2325,6882,0,0,55,9262,9262,9276,6882,9275,16.701
188,9,2265,7216,0,2,87,9297,9297,9311,7216,9310,16.764
189,2,2203,7284,0,2,147,9491,9491,9505,7284,9504,17.114
190,3,2025,7600,0,0,209,9586,9586,9600,7600,9599,17.285
191,6,1811,7777,0,1,173,9645,9644,9659,7777,9657,17.389
192,0,1933,7782,0,0,199,9346,9346,9360,7782,9359,16.852
193,5,1500,7816,0,1,143,9185,9185,9199,7816,9198,16.563
194,0,1218,7957,0,6,182,9145,9145,9159,7957,9158,16.491
195,0,450,8136,0,0,98,8684,8684,8699,8136,8698,15.662
196,2,794,7986,0,0,150,8532,8532,8546,7986,8545,15.387
197,0,1104,7736,0,0,0,8808,8808,8822,7736,8821,15.884
198,0,1613,7190,0,0,94,8592,8592,8606,7190,8605,15.495
199,2,1302,7402,0,1,222,8581,8581,8595,7402,8594,15.475
200,9,1310,7194,0,0,166,8501,8501,8515,7194,8514,15.331
201,11,1899,6518,0,0,110,8442,8442,8456,6518,8455,15.225
202,0,1869,6696,0,3,152,8226,8224,8240,6696,8237,14.832
203,0,1059,6724,0,0,161,7880,7880,7894,6724,7893,14.213
204,2,1246,6694,0,0,104,7855,7855,7869,6694,7868,14.168
205,2,1212,6910,0,0,195,8223,8223,8237,6910,8236,14.83
206,0,1176,7152,0,0,115,8122,8122,8136,7152,8135,14.648
207,0,849,7520,0,0,132,8047,8047,8061,7520,8060,14.513
208,4,891,7076,0,0,151,7967,7967,7981,7076,7980,14.369
209,0,1362,6808,0,0,0,8170,8170,8184,6808,8183,14.735
210,1,2118,6856,0,0,24,8999,8999,9013,6856,9012,16.228
211,0,2361,7097,0,0,67,9455,9455,9469,7097,9468,17.049
212,1,2136,7716,0,1,210,9919,9919,9933,7716,9932,17.884
213,4,2063,8134,0,1,143,10286,10286,10300,8134,10299,18.545
214,0,2054,8516,0,1,131,10396,10396,10410,8516,10409,18.743
215,2,1816,9188,0,3,197,10546,10546,10560,9188,10559,19.013
216,0,1834,9340,0,0,21,11195,11195,11209,9340,11208,20.182
217,2,1934,9475,0,3,128,11533,11533,11547,9476,11546,20.79
219,1,2291,9309,0,4,140,11730,11728,11744,9310,11741,21.142
221,0,2955,8860,0,0,75,11703,11701,11717,8861,11714,21.093
222,2,2457,8790,0,3,215,11382,11382,11396,8791,11395,20.519
225,7,2936,8600,0,3,180,11576,11576,11590,8601,11589,20.868
226,6,3056,8656,0,0,23,11741,11741,11755,8657,11754,21.165
230,7,3885,8686,0,2,96,12583,12583,12597,8687,12596,22.681
231,0,3904,8828,0,5,82,12634,12632,12648,8829,12645,22.769
232,0,3636,8812,0,0,297,12300,12300,12314,8813,12313,22.172
233,0,3102,8572,0,0,151,11825,11825,11839,8573,11838,21.316
234,10,2134,9360,0,3,242,11201,11201,11215,9361,11214,20.193
235,11,1987,9582,0,0,98,11579,11579,11593,9583,11592,20.873
236,1,1734,10010,0,2,232,11421,11420,11435,10011,11433,20.587
237,1,1335,9825,0,1,152,11246,11246,11260,9826,11259,20.274
238,2,1731,9962,0,0,20,11715,11715,11729,9963,11728,21.118
239,0,1809,10368,0,2,178,12173,12173,12187,10369,12186,21.943
240,2,1650,10634,0,2,125,12367,12367,12381,10635,12380,22.292
241,3,1776,10714,0,2,186,12469,12468,12483,10715,12481,22.474
242,0,1481,10736,0,0,220,12386,12386,12400,10737,12399,22.326
243,0,1015,10638,0,0,131,11500,11500,11514,10639,11513,20.731
244,0,348,10649,0,0,130,10895,10895,10910,10650,10909,19.643
245,0,0,9924,0,0,97,10021,10021,10037,9927,10036,18.071
246,0,0,9868,0,0,0,9868,9868,9884,9871,9883,17.796
247,0,0,9548,0,0,0,9548,9548,9563,9550,9562,17.218
248,0,0,9248,0,0,0,9248,9248,9263,9250,9262,16.678
249,6,690,8930,0,0,0,9626,9626,9641,8932,9640,17.358
250,0,1092,8684,0,0,0,9776,9776,9791,8686,9790,17.629
251,0,1092,8566,0,0,71,9512,9512,9527,8568,9526,17.153
252,0,492,8820,0,0,237,9510,9510,9525,8822,9524,17.15
253,0,0,8742,0,0,85,8827,8827,8842,8745,8841,15.92
254,0,0,8166,0,0,0,8166,8166,8182,8169,8181,14.731
255,0,0,7866,0,0,0,7866,7866,7881,7869,7880,14.189
256,0,0,7810,0,0,0,7810,7810,7825,7814,7824,14.088
257,39,995,7810,0,0,0,8828,8828,8843,7814,8842,15.921
258,0,1431,7094,0,0,0,8525,8525,8540,7098,8539,15.376
259,0,2421,6974,0,0,18,9405,9405,9420,6978,9419,16.96
260,19,2288,7510,0,7,337,9333,9333,9348,7514,9347,16.831
261,2,1530,7458,0,0,228,9168,9168,9183,7462,9182,16.534
262,0,2367,6892,0,0,22,9281,9281,9296,6896,9295,16.737
263,2,2086,6958,0,4,154,9051,9051,9066,6962,9065,16.323
264,5,1802,6492,0,0,190,8383,8383,8398,6496,8397,15.12
266,0,3004,5828,0,0,1,8833,8833,8848,5832,8847,15.93
267,4,3137,5816,0,2,130,8884,8884,8899,5820,8898,16.022
269,2,2855,6262,0,1,202,8857,8857,8872,6266,8871,15.974
270,4,2789,5980,0,0,98,8785,8785,8800,5984,8799,15.844
271,1,2625,6103,0,5,148,8577,8577,8592,6107,8591,15.47
273,9,2020,6180,0,0,268,8410,8410,8424,6184,8423,15.167
274,0,2091,5930,0,0,129,8025,8025,8039,5934,8038,14.474
276,5,2631,6642,0,2,266,9348,9348,9360,6644,9359,16.852
278,0,2640,7119,0,2,177,9938,9933,9950,7121,9944,17.906
279,13,2587,7485,0,1,101,10092,10091,10104,7487,10102,18.19
280,0,2181,8270,0,3,324,9982,9979,9994,8272,9990,17.989
281,3,1482,8212,0,1,101,9740,9740,9752,8214,9751,17.558
282,1,1080,8422,0,3,212,9596,9596,9607,8423,9606,17.297
283,2,1553,8604,0,0,91,10228,10228,10239,8605,10238,18.435
284,7,1698,8932,0,2,92,10629,10629,10640,8933,10639,19.157
285,0,1290,9454,0,0,169,10587,10587,10598,9455,10597,19.082
286,2,605,9767,0,1,127,10476,10476,10486,9767,10485,18.88
287,0,826,10044,0,2,69,10878,10877,10888,10044,10886,19.602
288,0,741,10044,0,0,31,10816,10816,10826,10044,10825,19.492
289,0,741,10330,0,0,129,10785,10785,10795,10330,10794,19.436
290,2,714,10490,0,0,76,10803,10803,10813,10490,10812,19.469
291,4,1595,9600,0,0,0,11114,11114,11124,9600,11123,20.029
292,4,1768,9736,0,0,207,11440,11440,11450,9736,11449,20.616
293,6,1809,9400,0,0,159,10942,10942,10952,9400,10951,19.719
294,0,1338,9858,0,0,169,10817,10817,10827,9858,10826,19.494
295,0,367,10088,0,1,138,10469,10469,10479,10088,10478,18.867
296,0,0,10088,0,0,84,10172,10172,10182,10088,10181,18.333
297,0,0,9984,0,0,0,9984,9984,9994,9984,9993,17.994
298,7,915,9160,0,0,0,10075,10075,10085,9160,10084,18.158
299,0,915,8658,0,0,0,9573,9573,9583,8658,9582,17.254
300,0,767,8993,0,4,247,9315,9315,9325,8993,9324,16.789
301,0,0,8426,0,0,147,8573,8573,8583,8426,8582,15.453
302,0,0,8290,0,0,0,8290,8290,8300,8290,8299,14.944
303,0,0,7640,0,0,0,7640,7640,7650,7640,7649,13.773
